"species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q179X5","AAEL005463","AAEL005463-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17B43","AAEL005099","Rap GTPase-activating protein.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17B44","AAEL005089","AAEL005089-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17C39","AAEL004717","AAEL004717-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17CG1","AAEL004549","AAEL004549-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17E44","AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17J05","AAEL002188","AAEL002188-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17J06","AAEL002220","AAEL002220-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17L66","AAEL001468","AAEL001468-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17L67","AAEL001454","AAEL001454-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17MX1","AAEL000868","AAEL000868-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17MX6","AAEL000908","AAEL000908-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17MX7","AAEL000891","AAEL000891-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-34-5p","GO:0043005","Neuron projection",31,571,0.39,0.5,0.0019,"7159.Q17PU2","AAEL000247","AAEL000247-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007611","Learning or memory",8,171,1.13,0.93,0.00032,"7159.Q17IA0","AAEL002411","AAEL002411-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007616","Long-term memory",5,61,1.37,0.87,0.0014,"7159.Q17IA0","AAEL002411","AAEL002411-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250342","PI3K events in ERBB4 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250342","PI3K events in ERBB4 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250342","PI3K events in ERBB4 signaling",3,5,2.24,0.87,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963642","PI3K events in ERBB2 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963642","PI3K events in ERBB2 signaling",3,5,2.24,0.87,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963642","PI3K events in ERBB2 signaling",3,5,2.24,0.87,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250196","SHC1 events in ERBB2 signaling",3,8,2.03,0.86,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250196","SHC1 events in ERBB2 signaling",3,8,2.03,0.86,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250196","SHC1 events in ERBB2 signaling",3,8,2.03,0.86,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250347","SHC1 events in ERBB4 signaling",3,10,1.93,0.85,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250347","SHC1 events in ERBB4 signaling",3,10,1.93,0.85,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1250347","SHC1 events in ERBB4 signaling",3,10,1.93,0.85,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963640","GRB2 events in ERBB2 signaling",3,9,1.98,0.85,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963640","GRB2 events in ERBB2 signaling",3,9,1.98,0.85,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1963640","GRB2 events in ERBB2 signaling",3,9,1.98,0.85,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-6785631","ERBB2 Regulates Cell Motility",3,9,1.98,0.85,0.003,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-6785631","ERBB2 Regulates Cell Motility",3,9,1.98,0.85,0.003,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-6785631","ERBB2 Regulates Cell Motility",3,9,1.98,0.85,0.003,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q16I15","AAEL013830","Bmp-induced factor.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0007420","Brain development",7,156,1.11,0.84,0.00077,"7159.Q17EB3","AAEL003861","AAEL003861-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16FV7","AAEL014620","AAEL014620-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16JU1","AAEL013216","AAEL013216-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16KP5","GPRALS3","GPCR Galanin/Allatostatin Family; Belongs to the G-protein coupled receptor 1 family.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16NS4","AAEL011870","AAEL011870-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16TX6","AAEL010093","AAEL010093-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16XQ1","AAEL008816","Vesicular monoamine transporter, putative.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q17GI1","AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q17K95","AAEL001760","AAEL001760-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0043005","Neuron projection",13,571,0.81,0.82,7.66e-05,"7159.Q17M42","AAEL001104","AAEL001104-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1358803","Downregulation of ERBB2:ERBB3 signaling",3,12,1.86,0.82,0.0035,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1358803","Downregulation of ERBB2:ERBB3 signaling",3,12,1.86,0.82,0.0035,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","MAP-1358803","Downregulation of ERBB2:ERBB3 signaling",3,12,1.86,0.82,0.0035,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","Reactome","other","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0071598","Neuronal ribonucleoprotein granule",3,13,1.82,0.75,0.0057,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0071598","Neuronal ribonucleoprotein granule",3,13,1.82,0.75,0.0057,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0071598","Neuronal ribonucleoprotein granule",3,13,1.82,0.75,0.0057,"7159.Q16NS4","AAEL011870","AAEL011870-PA.","GO Cellular Component","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16I15","AAEL013830","Bmp-induced factor.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16UC4","AAEL009947","Homeotic antennapedia protein, putative.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17EB3","AAEL003861","AAEL003861-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17GI1","AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17HG6","AAEL002690","AAEL002690-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17IA0","AAEL002411","AAEL002411-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17K20","AAEL001832","AAEL001832-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0048699","Generation of neurons",15,887,0.69,0.66,0.00032,"7159.Q17M42","AAEL001104","AAEL001104-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q0IE98","AAEL012979","AAEL012979-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q0IE99","AAEL012977","AAEL012977-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q0IFC5","AAEL005895","AAEL005895-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q16I15","AAEL013830","Bmp-induced factor.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q16LU2","AAEL012517","AAEL012517-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q16M53","AAEL012420","AAEL012420-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q16M54","AAEL012416","AAEL012416-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q16Y82","AAEL008622","AAEL008622-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17EB3","AAEL003861","AAEL003861-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17GI1","AAEL003013","AAEL003013-PA; Belongs to the protein kinase superfamily.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17HG6","AAEL002690","AAEL002690-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17IA0","AAEL002411","AAEL002411-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17K20","AAEL001832","AAEL001832-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","aae-mir-5119-5p","GO:0030182","Neuron differentiation",14,824,0.69,0.64,0.00045,"7159.Q17M42","AAEL001104","AAEL001104-PA.","GO Biological Process","neuro","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
