#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
RP20_CCG003603	7160.A0A182G5U1	ANK_REP_REGION domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=670:ANK(50|79)+ANK(82|111)+ANK(115|144)+ANK(148|177)+ANK(181|210)+	109417821,A0A182G5U1,A0A182G5U1_AEDAL,ANK_REP_REGION domain-containing protein,GA-binding protein subunit beta-2-like,GA-binding protein transcription factor, beta,RP20_CCG003603,XP_019547543,aalb:109417821	aalb:109417821
RP20_CCG003693	7160.A0A182G5Y8	SER_THR_PHOSPHATASE domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=392:PP2Ac(99|375)+	109414622,3.1.3.16,A0A182G5Y8,A0A182G5Y8_AEDAL,EC 3.1.3.16,RP20_CCG003693,SER_THR_PHOSPHATASE domain-containing protein,Serine/threonine-protein phosphatase 5,XP_019543999,aalb:109414622	aalb:109414622
RP20_CCG003697	7160.A0A023EIB6	Putative gtp-binding protein.	https://smart.embl.de/smart/DDvec.cgi?smart=206:RAB(14|177)+	109414616,109424830,A0A023EIB6,A0A023EIB6_AEDAL,Putative gtp-binding protein,RP20_CCG003697,Ras-related protein Rab-1A,XM_019688448.1,XM_019700022.1,XP_019543993.1,XP_019555567,XP_019555567.1,aalb:109424830	aalb:109424830
RP20_CCG003706	7160.A0A182G5Z9	SH3 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=479:SH3(424|479)+	A0A182G5Z9,A0A182G5Z9_AEDAL,RP20_CCG003706,SH3 domain-containing protein	
RP20_CCG003762	7160.A0A182G632	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=479:Pfam_RVT_1(95|347)+	A0A182G632,A0A182G632_AEDAL,RP20_CCG003762,Reverse transcriptase domain-containing protein	
RP20_CCG003867	7160.A0A182G698	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=275:Pfam_TRIC(39|231)+	109397575,109432996,A0A182G698,A0A182G698_AEDAL,RP20_CCG003867,Trimeric intracellular cation channel,Uncharacterized protein,XM_019669869.1,XM_019709368.1,XM_019709369.1,XM_019709370.1,XM_019709371.1,XP_019525414.1,XP_019564913.1,XP_019564914.1,XP_019564915,XP_019564915.1,XP_019564916.1,aalb:109432996	aalb:109432996
RP20_CCG003891	7160.A0A182G6A9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=605:Pfam_RVT_1(229|387)+	A0A182G6A9,A0A182G6A9_AEDAL,RP20_CCG003891,Uncharacterized protein	
RP20_CCG003951	7160.A0A182G6D5	Reverse transcriptase Ty1/copia-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=320:Pfam_RVT_2(125|320)+	A0A182G6D5,A0A182G6D5_AEDAL,RP20_CCG003951	
RP20_CCG003954	7160.A0A182G6D8	DUF4219 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=106:Pfam_DUF4219(11|37)+Pfam_Retrotran_gag_2(50|105)+	A0A182G6D8,A0A182G6D8_AEDAL,DUF4219 domain-containing protein,RP20_CCG003954	
RP20_CCG003981	7160.A0A182G6F8	Non-specific serine/threonine protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=1058:S_TKc(14|281)+S_TK_X(282|342)+S_TKc(385|673)+	109420217,2.7.11.1,A0A182G6F8,A0A182G6F8_AEDAL,EC 2.7.11.1,Non-specific serine/threonine protein kinase,RP20_CCG003981,Ribosomal protein S6 kinase alpha-5,XP_029725826,aalb:109420217	aalb:109420217
RP20_CCG004030	7160.A0A023ED66	60S ribosomal protein L36; Belongs to the eukaryotic ribosomal protein eL36 family.	https://smart.embl.de/smart/DDvec.cgi?smart=113:Pfam_Ribosomal_L36e(4|109)+	109400867,60S ribosomal protein L36,60S ribosomal protein L36-like,A0A023ED66,A0A023ED66_AEDAL,Large subunit ribosomal protein L36e,RP20_CCG004030,XM_019673351.1,XM_019689380.1,XP_019528896,XP_019528896.1,XP_019544925.1,aalb:109400867	aalb:109400867
RP20_CCG004117	7160.A0A182G6M7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=174:	A0A182G6M7,A0A182G6M7_AEDAL,RP20_CCG004117,Uncharacterized protein	
RP20_CCG004132	7160.A0A182G6N6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1165:Pfam_BAR_3(33|257)+PH(297|392)+ArfGap(413|533)+ANK(571|605)+ANK(617|646)+SH3(1104|1164)+	109409972,A0A182G6N6,A0A182G6N6_AEDAL,RP20_CCG004132,Uncharacterized protein,XP_029726199,aalb:109409972	aalb:109409972
RP20_CCG004135	7160.A0A182G6N9	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=164:Pfam_RVT_1(8|164)+	A0A182G6N9,A0A182G6N9_AEDAL,RP20_CCG004135,Reverse transcriptase domain-containing protein	
RP20_CCG004137	7160.A0A182G6P1	Peptidase_M3 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=501:Pfam_Peptidase_M3(238|501)+	109410006,3.4.24.59,A0A182G6P1,A0A182G6P1_AEDAL,EC 3.4.24.59,Mitochondrial intermediate peptidase,Peptidase_M3 domain-containing protein,RP20_CCG004137,XP_019539094,aalb:109410006	aalb:109410006
RP20_CCG004148	7160.A0A182G6Q0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=69:	A0A182G6Q0,A0A182G6Q0_AEDAL,RP20_CCG004148,Uncharacterized protein	
RP20_CCG004244	7160.A0A182G6V7	Transket_pyr domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=954:Pfam_2-oxogl_dehyd_N(51|91)+Pfam_E1_dh(259|584)+Transket_pyr(652|865)+Pfam_OxoGdeHyase_C(869|954)+	1.2.4.2,109426592,2-oxoglutarate dehydrogenase E1 component,A0A182G6V7,A0A182G6V7_AEDAL,EC 1.2.4.2,RP20_CCG004244,Transket_pyr domain-containing protein,XP_029725611,aalb:109426592	aalb:109426592
RP20_CCG004255	7160.A0A182G6W1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=422:Pfam_Acyl-CoA_dh_N(46|157)+Pfam_Acyl-CoA_dh_M(161|256)+Pfam_Acyl-CoA_dh_2(283|406)+	1.3.99.12,109407248,A0A182G6W1,A0A182G6W1_AEDAL,EC 1.3.99.12,RP20_CCG004255,Short/branched chain acyl-CoA dehydrogenase,Uncharacterized protein,XM_019680255.1,XP_019535800,XP_019535800.1,aalb:109407248	aalb:109407248
RP20_CCG004387	7160.A0A182G737	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1035:Pfam_HEAT(341|371)+	109398008,A0A182G737,A0A182G737_AEDAL,Importin-4,Importin-4-like,RP20_CCG004387,Uncharacterized protein,XP_029714089,aalb:109398008	aalb:109398008
RP20_CCG004462	7160.A0A182G786	RING-CH-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1031:RINGv(5|53)+TRANS(90|112)+TRANS(138|160)+TRANS(366|388)+TRANS(398|420)+TRANS(440|462)+TRANS(488|510)+TRANS(548|570)+TRANS(590|607)+TRANS(692|714)+TRANS(751|773)+TRANS(794|816)+TRANS(840|862)+TRANS(883|905)+TRANS(920|942)+	109414833,2.3.2.27,A0A182G786,A0A182G786_AEDAL,E3 ubiquitin-protein ligase MARCH6,EC 2.3.2.27,RING-CH-type domain-containing protein,RP20_CCG004462,XP_019544221,aalb:109414833	aalb:109414833
RP20_CCG004464	7160.A0A182G788	Thioredoxin domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=148:Pfam_Thioredoxin(40|143)+	109418062,A0A182G788,A0A182G788_AEDAL,RP20_CCG004464,Thioredoxin 1,Thioredoxin domain-containing protein,Uncharacterized protein LOC109418062,XP_019547776,aalb:109418062	aalb:109418062
RP20_CCG004536	7160.A0A182G7C0	Uncharacterized protein; Belongs to the Ca(2+):cation antiporter (CaCA) (TC 2.A.19) family.	https://smart.embl.de/smart/DDvec.cgi?smart=315:Pfam_Na_Ca_ex(2|173)+Pfam_Na_Ca_ex_C(176|300)+	A0A182G7C0,A0A182G7C0_AEDAL,RP20_CCG004536,Uncharacterized protein	
RP20_CCG004560	7160.A0A182G7D1	RRM domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=101:RRM(1|68)+	109412691,A0A182G7D1,A0A182G7D1_AEDAL,RP20_CCG004560,RRM domain-containing protein,Transformer-2 protein,Transformer-2 protein homolog beta-like,XP_019541860,aalb:109412691	aalb:109412691
RP20_CCG004573	7160.A0A182G7E3	GRIP domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=680:Pfam_GRIP(632|673)+	109417672,A0A182G7E3,A0A182G7E3_AEDAL,GRIP domain-containing protein,RP20_CCG004573,Uncharacterized protein LOC109417672 isoform X1,XP_029709324,aalb:109417672	aalb:109417672
RP20_CCG004593	7160.A0A182G7F0	Zinc-hook domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1310:Pfam_AAA_23(6|244)+Pfam_Rad50_zn_hook(669|719)+Pfam_SbcCD_C(1183|1261)+	109425434,3.6.-.-,A0A182G7F0,A0A182G7F0_AEDAL,DNA repair protein RAD50,EC 3.6.-.-,LOW QUALITY PROTEIN: DNA repair protein RAD50,RP20_CCG004593,XP_019556248,Zinc-hook domain-containing protein,aalb:109425434	aalb:109425434
RP20_CCG004603	7160.A0A182G7F5	SEC7 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1588:Pfam_DCB(1|75)+Pfam_Sec7_N(190|349)+Sec7(464|651)+Pfam_DUF1981(958|1041)+	109406857,A0A182G7F5,A0A182G7F5_AEDAL,RP20_CCG004603,SEC7 domain-containing protein,XP_029723183,aalb:109406857	aalb:109406857
RP20_CCG004658	7160.A0A182G7J1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=188:TRANS(29|51)+	A0A182G7J1,A0A182G7J1_AEDAL,RP20_CCG004658,Uncharacterized protein	
RP20_CCG004693	7160.A0A182G7L0	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=391:rve(80|216)+	A0A182G7L0,A0A182G7L0_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG004693	
RP20_CCG004716	7160.A0A182G7M8	RNase H domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=235:	A0A182G7M8,A0A182G7M8_AEDAL,RNase H domain-containing protein,RP20_CCG004716	
RP20_CCG004756	7160.A0A182G7Q9	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=583:zf-AD(30|108)+ZnF_C2H2(219|242)+ZnF_C2H2(282|305)+ZnF_C2H2(316|339)+ZnF_C2H2(352|372)+ZnF_C2H2(381|403)+ZnF_C2H2(409|431)+ZnF_C2H2(438|460)+ZnF_C2H2(466|488)+ZnF_C2H2(494|517)+ZnF_C2H2(523|546)+	109428499,A0A182G7Q9,A0A182G7Q9_AEDAL,KRAB domain-containing zinc finger protein,RP20_CCG004756,Uncharacterized protein,XP_019559833,Zinc finger protein 708-like,aalb:109428499	aalb:109428499
RP20_CCG004768	7160.A0A182G7R3	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=224:	109403576,2.4.1.69,A0A182G7R3,A0A182G7R3_AEDAL,EC 2.4.1.69,Galactoside 2-L-fucosyltransferase 1/2,RP20_CCG004768,Uncharacterized protein,Uncharacterized protein LOC109403576,XP_019531944,aalb:109403576	aalb:109403576
RP20_CCG004770	7160.A0A182G7R5	BRK domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=170:Pfam_BRK(111|142)+	109412129,A0A182G7R5,A0A182G7R5_AEDAL,BRK domain-containing protein,RP20_CCG004770,Uncharacterized protein LOC109412129,XP_019541317,aalb:109412129	aalb:109412129
RP20_CCG004781	7160.A0A182G7S1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=484:Pfam_DUF3752(333|477)+	A0A182G7S1,A0A182G7S1_AEDAL,RP20_CCG004781,Uncharacterized protein	
RP20_CCG005275	7160.A0A182G8P0	Integrase catalytic domain-containing protein.	http://smart.embl.de/smart/DDvec.cgi?smart=485:	A0A182G8P0,A0A182G8P0_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG005275	
RP20_CCG005310	7160.A0A182GE93	Non-specific serine/threonine protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=1392:S_TKc(25|276)+Pfam_KA1(1346|1392)+	109423725,2.7.11.1,A0A182GE93,A0A182GE93_AEDAL,EC 2.7.11.1,Non-specific serine/threonine protein kinase,RP20_CCG005310,RP20_CCG008414,Serine/threonine-protein kinase SIK3,Serine/threonine-protein kinase SIK3 isoform X1,XP_019554257,aalb:109423725	aalb:109423725
RP20_CCG005400	7160.A0A182G8W7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=309:	A0A182G8W7,A0A182G8W7_AEDAL,RP20_CCG005400,Uncharacterized protein	
RP20_CCG005408	7160.A0A182G8X1	Aa_trans domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=475:Pfam_Aa_trans(59|464)+	109404860,115258651,A0A182G8X1,A0A182G8X1_AEDAL,Aa_trans domain-containing protein,RP20_CCG005408,XM_019677815.1,XP_019533360.1,XP_029714818,aalb:115258651	aalb:115258651
RP20_CCG005431	7160.A0A182G8Y8	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=144:TRANS(5|27)+TRANS(42|59)+TRANS(66|85)+	A0A182G8Y8,A0A182G8Y8_AEDAL,RP20_CCG005431,Uncharacterized protein	
RP20_CCG005533	7160.A0A182G944	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=803:SH2(32|120)+Pfam_RasGEF(493|674)+	109429459,A0A182G944,A0A182G944_AEDAL,RP20_CCG005533,SH2 domain-containing protein 3C-like isoform X1,Uncharacterized protein,XP_029708734,aalb:109429459	aalb:109429459
RP20_CCG005712	7160.A0A182G9F1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1094:SH3(101|158)+PDZ(231|316)+	109402136,A0A182G9F1,A0A182G9F1_AEDAL,RP20_CCG005712,SH3 and multiple ankyrin repeat domains protein,Uncharacterized protein,XP_029731379,aalb:109402136	aalb:109402136
RP20_CCG005741	7160.A0A182G9G7	Protein kinase C; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family. PKC subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=521:C1(27|76)+S_TKc(189|446)+S_TK_X(447|510)+	109413923,2.7.11.13,A0A182G9G7,A0A182G9G7_AEDAL,EC 2.7.11.13,LOW QUALITY PROTEIN: protein kinase C,Novel protein kinase C epsilon type,Protein kinase C,RP20_CCG005741,XP_029734144,aalb:109413923	aalb:109413923
RP20_CCG005748	7160.A0A182G9H4	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=56:	A0A182G9H4,A0A182G9H4_AEDAL,RP20_CCG005748,Uncharacterized protein	
RP20_CCG005764	7160.A0A182G9I6	AA_permease_C domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=687:Pfam_AA_permease(65|451)+TRANS(509|531)+TRANS(541|563)+Pfam_AA_permease_C(573|623)+	109623256,A0A182G9I6,A0A182G9I6_AEDAL,AA_permease_C domain-containing protein,Cationic amino acid transporter 4,RP20_CCG005764,XP_029712134,aalb:109623256	aalb:109623256
RP20_CCG005983	7160.A0A182G9V4	EGF-like domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=824:TRANS(17|39)+Pfam_DUF3522(620|804)+	115263745,A0A182G9V4,A0A182G9V4_AEDAL,EGF-like domain-containing protein,RP20_CCG005983,XP_029722893,aalb:115263745	aalb:115263745
RP20_CCG006076	7160.A0A182GA07	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=832:THAP(1|82)+THAP(113|207)+zf-AD(276|346)+ZnF_C2H2(446|468)+ZnF_C2H2(500|523)+ZnF_C2H2(600|622)+ZnF_C2H2(628|650)+ZnF_C2H2(660|683)+ZnF_C2H2(689|716)+ZnF_C2H2(795|817)+	109623329,A0A182GA07,A0A182GA07_AEDAL,LOW QUALITY PROTEIN: zinc finger protein 668,RP20_CCG006076,Uncharacterized protein,XP_029721191,aalb:109623329	aalb:109623329
RP20_CCG006156	7160.A0A182GA53	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=429:	A0A182GA53,A0A182GA53_AEDAL,RP20_CCG006156,Uncharacterized protein	
RP20_CCG006184	7160.A0A182GA62	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=102:	A0A182GA62,A0A182GA62_AEDAL,RP20_CCG006184,Uncharacterized protein	
RP20_CCG006215	7160.A0A182GA81	Aminopeptidase.	https://smart.embl.de/smart/DDvec.cgi?smart=803:SIGNAL(1|18)+Pfam_Peptidase_M1(253|492)+Pfam_ERAP1_C(568|797)+	109432153,3.4.11.-,3.4.11.2,A0A182GA81,A0A182GA81_AEDAL,Aminopeptidase,Aminopeptidase N,EC 3.4.11.2,RP20_CCG006215,XP_019564006,aalb:109432153	aalb:109432153
RP20_CCG006265	7160.A0A182GAB6	Methionine aminopeptidase 2; Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met- Ala-, Cys, Gly, Pro, Ser, Thr, or Val).	https://smart.embl.de/smart/DDvec.cgi?smart=341:Pfam_Peptidase_M24(30|329)+	3.4.11.18,A0A182GAB6,A0A182GAB6_AEDAL,MAP 2,MetAP 2,Methionine aminopeptidase 2,Peptidase M,RP20_CCG006265	
RP20_CCG006378	7160.A0A182GAI3	C2H2-type domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=492:zf-AD(16|90)+ZnF_C2H2(222|239)+ZnF_C2H2(245|268)+ZnF_C2H2(345|367)+ZnF_C2H2(465|486)+	109416972,A0A182GAI3,A0A182GAI3_AEDAL,C2H2-type domain-containing protein,RP20_CCG006378,XP_029725735,Zinc finger protein 337-like,aalb:109416972	aalb:109416972
RP20_CCG006404	7160.A0A182GAK2	SAM domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=851:TRANS(31|53)+SAM(146|217)+TRANS(230|247)+Pfam_SOAR(343|443)+	109422088,A0A182GAK2,A0A182GAK2_AEDAL,RP20_CCG006404,SAM domain-containing protein,Stromal interaction molecule 1,XP_029711529,aalb:109422088	aalb:109422088
RP20_CCG006466	7160.A0A182GAN6	RRM domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=2346:RRM(47|117)+	A0A182GAN6,A0A182GAN6_AEDAL,RP20_CCG006466,RRM domain-containing protein	
RP20_CCG006470	7160.A0A182GAN8	PNPLA domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=668:Pfam_Patatin(7|173)+	109399662,A0A182GAN8,A0A182GAN8_AEDAL,PNPLA domain-containing protein,RP20_CCG006470,XM_019672162.1,XP_019527707.1	
RP20_CCG006622	7160.A0A182GAX4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=585:Pfam_DUF812(248|548)+	109410615,A0A182GAX4,A0A182GAX4_AEDAL,Coiled-coil domain-containing protein 22,Coiled-coil domain-containing protein 22 homolog,RP20_CCG006622,Uncharacterized protein,XP_029731609,aalb:109410615	aalb:109410615
RP20_CCG006673	7160.A0A182GAZ9	Retrotrans_gag domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=828:Pfam_Retrotrans_gag(536|630)+ZnF_C2HC(760|776)+	A0A182GAZ9,A0A182GAZ9_AEDAL,RP20_CCG006673,Retrotrans_gag domain-containing protein	
RP20_CCG006713	7160.A0A182GB21	S5A_REDUCTASE domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=314:TRANS(13|35)+TRANS(75|97)+Pfam_Steroid_dh(167|314)+	1.3.1.22,1.3.1.94,109622565,A0A182GB21,A0A182GB21_AEDAL,EC 1.3.1.22,EC 1.3.1.94,Polyprenol reductase,RP20_CCG006713,S5A_REDUCTASE domain-containing protein,XP_019932521,aalb:109622565	aalb:109622565
RP20_CCG006763	7160.A0A182GB50	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=452:rve(55|170)+	A0A182GB50,A0A182GB50_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG006763	
RP20_CCG006898	7160.A0A182GBE1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=468:LRRcap(105|123)+	109414263,109423758,A0A182GBE1,A0A182GBE1_AEDAL,Cilla- and flagella-associated protein,RP20_CCG006898,Uncharacterized protein,XM_019698760.1,XP_019554305.1,XP_029735579,aalb:109414263	aalb:109414263
RP20_CCG006899	7160.A0A182GBE2	Uncharacterized protein; Belongs to the SNF2/RAD54 helicase family. SMARCAL1 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=748:Pfam_HARP(162|218)+DEXDc(246|433)+HELICc(552|635)+	109430166,3.6.4.12,A0A182GBE2,A0A182GBE2_AEDAL,EC 3.6.4.12,RP20_CCG006899,Uncharacterized protein,XP_029727439,aalb:109430166	aalb:109430166
RP20_CCG006965	7160.A0A182GBH6	PlsC domain-containing protein; Belongs to the GPAT/DAPAT family.	https://smart.embl.de/smart/DDvec.cgi?smart=704:PlsC(144|273)+	109410407,2.3.1.42,A0A182GBH6,A0A182GBH6_AEDAL,Dihydroxyacetone phosphate acyltransferase,EC 2.3.1.42,Glyceronephosphate O-acyltransferase,PlsC domain-containing protein,RP20_CCG006965,XP_029725486,aalb:109410407	aalb:109410407
RP20_CCG007000	7160.A0A182GBK3	EAF domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=408:Pfam_EAF(15|117)+	109422349,A0A182GBK3,A0A182GBK3_AEDAL,EAF domain-containing protein,ELL-associated factor,Ell-associated factor Eaf isoform X1,RP20_CCG007000,XP_019552618,aalb:109422349	aalb:109422349
RP20_CCG007010	7160.A0A182GBK9	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=53:	A0A182GBK9,A0A182GBK9_AEDAL,RP20_CCG007010,Uncharacterized protein	
RP20_CCG007119	7160.A0A182GBS7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=703:Pfam_CLPTM1(80|525)+TRANS(530|552)+TRANS(567|589)+	109404628,A0A182GBS7,A0A182GBS7_AEDAL,RP20_CCG007119,Uncharacterized protein,XP_019533088,aalb:109404628	aalb:109404628
RP20_CCG007128	7160.A0A182GBT2	DEP domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=972:TRANS(21|43)+Pfam_Mem_trans(86|257)+Pfam_Mem_trans(248|434)+TRANS(455|474)+TRANS(487|506)+TRANS(521|543)+TRANS(555|577)+TRANS(597|619)+TRANS(794|816)+TRANS(831|853)+DEP(897|970)+	109406018,A0A182GBT2,A0A182GBT2_AEDAL,DEP domain-containing protein,Integral membrane protein GPR155,RP20_CCG007128,XP_029732423,aalb:109406018	aalb:109406018
RP20_CCG007174	7160.A0A182GBV7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=795:SIGNAL(1|20)+Pfam_Sel1(162|192)+SEL1(193|228)+SEL1(229|264)+SEL1(265|300)+SEL1(347|383)+SEL1(384|420)+SEL1(421|456)+SEL1(457|492)+SEL1(493|528)+SEL1(561|601)+SEL1(602|637)+SEL1(639|674)+	109397196,A0A182GBV7,A0A182GBV7_AEDAL,Protein sel-1 homolog 1-like,RP20_CCG007174,SEL1 protein,Uncharacterized protein,XP_029733240,aalb:109397196	aalb:109397196
RP20_CCG007211	7160.A0A182GBY5	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=739:ZnF_C2HC(273|289)+Pfam_RVT_1(568|731)+	A0A182GBY5,A0A182GBY5_AEDAL,RP20_CCG007211,Reverse transcriptase domain-containing protein	
RP20_CCG007218	7160.A0A182GBY9	Reverse transcriptase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=199:Pfam_RVT_1(4|190)+	A0A182GBY9,A0A182GBY9_AEDAL,RP20_CCG007218,Reverse transcriptase domain-containing protein	
RP20_CCG007238	7160.A0A182GBZ5	Integrase catalytic domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=610:rve(293|400)+	A0A182GBZ5,A0A182GBZ5_AEDAL,Integrase catalytic domain-containing protein,RP20_CCG007238	
RP20_CCG007284	7160.A0A182GC25	Glyco_tran_10_N domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=401:SIGNAL(1|25)+Pfam_Glyco_tran_10_N(55|177)+Pfam_Glyco_transf_10(215|388)+	109424953,2.4.1.-,A0A182GC25,A0A182GC25_AEDAL,Alpha-(1,3)-fucosyltransferase C-like,Alpha-1,3-fucosyltransferase,EC 2.4.1.-,Glyco_tran_10_N domain-containing protein,RP20_CCG007284,XP_019555691,aalb:109424953	aalb:109424953
RP20_CCG007310	7160.A0A182GC41	PlsC domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=400:TRANS(18|40)+PlsC(92|214)+Pfam_Acyltransf_C(245|324)+TRANS(345|367)+	109430908,2.3.1.-,2.3.1.51,A0A182GC41,A0A182GC41_AEDAL,EC 2.3.1.-,EC 2.3.1.51,PlsC domain-containing protein,RP20_CCG007310,XP_019562553,aalb:109430908	aalb:109430908
