miRNA,Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes,Dataset
miR-1175-3p,0.01582367626,33,3628,1.696776256,GO:0043170 macromolecule metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0043170,RP20_CCG002030 RP20_CCG002219 CCG002478.1 RP20_CCG003693 CCG004134.1 RP20_CCG004947 RP20_CCG005310.2 CCG005765.1 CCG007266.1 CCG007319.1 CCG007520.1 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG009002 CCG010378.2 CCG013880.1 RP20_CCG014779 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 RP20_CCG020338 CCG021612.1 RP20_CCG021651 RP20_CCG021891 CCG021925.1 CCG023775.1 RP20_CCG024512 CCG027115.1 RP20_CCG027131 CCG027599.1 CCG028549.1,GO Biological Process
miR-1175-3p,0.01476595578,34,3743,1.694482182,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,RP20_CCG002219 CCG002478.1 RP20_CCG003693 CCG004134.1 RP20_CCG004947 RP20_CCG005310.2 CCG005765.1 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG008894 RP20_CCG009002 CCG009373.1 CCG010378.2 CCG012626.1 RP20_CCG014779 RP20_CCG016915 CCG017793.1 RP20_CCG020338 CCG021612.1 RP20_CCG021651 RP20_CCG021891 CCG021925.1 CCG023775.1 RP20_CCG024512 CCG027115.1 RP20_CCG027131 CCG027599.1 CCG028549.1,GO Biological Process
miR-1175-3p,0.01582367626,35,3945,1.65500364,GO:0006807 nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006807,RP20_CCG002030 RP20_CCG002219 CCG002478.1 RP20_CCG003693 CCG004134.1 RP20_CCG004947 RP20_CCG005310.2 CCG005765.1 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG009002 CCG010378.2 CCG012626.1 CCG013880.1 RP20_CCG014779 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 RP20_CCG020338 CCG021612.1 RP20_CCG021651 RP20_CCG021891 CCG021925.1 CCG023775.1 RP20_CCG024512 CCG027115.1 RP20_CCG027131 CCG027599.1 CCG028549.1,GO Biological Process
miR-1175-3p,0.01287644361,40,4512,1.653746039,GO:0071704 organic substance metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0071704,RP20_CCG002030 RP20_CCG002219 CCG002478.1 RP20_CCG003693 CCG004134.1 RP20_CCG004947 RP20_CCG005310.2 CCG005765.1 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 RP20_CCG007786 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG008894 RP20_CCG009002 CCG009373.1 CCG010378.2 CCG012626.1 CCG013880.1 RP20_CCG014779 CCG015949.1 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 RP20_CCG020338 CCG021612.1 RP20_CCG021651 RP20_CCG021891 CCG021925.1 CCG023775.1 RP20_CCG024512 CCG025948.4 CCG027115.1 RP20_CCG027131 CCG027599.1 CCG028549.1,GO Biological Process
miR-1175-3p,0.01287644361,41,4769,1.603741808,GO:0008152 metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0008152,RP20_CCG002030 RP20_CCG002219 CCG002478.1 RP20_CCG003693 CCG004134.1 RP20_CCG004947 RP20_CCG005310.2 CCG005765.1 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 RP20_CCG007786 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG008894 RP20_CCG009002 CCG009373.1 CCG010378.2 CCG012626.1 CCG013880.1 RP20_CCG014779 CCG015949.1 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 CCG019709.1 RP20_CCG020338 CCG021612.1 RP20_CCG021651 RP20_CCG021891 CCG021925.1 CCG023775.1 RP20_CCG024512 CCG025948.4 CCG027115.1 RP20_CCG027131 CCG027599.1 CCG028549.1,GO Biological Process
miR-1175-3p,0.001259966702,2,4,93.2712766,GO:0061617 MICOS complex,http://amigo.geneontology.org/amigo/term/GO:0061617,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-1175-3p,0.0001144173395,4,26,28.69885434,GO:0005765 lysosomal membrane,http://amigo.geneontology.org/amigo/term/GO:0005765,CCG005141.1 RP20_CCG007251 CCG024373.1 CCG028005.1,GO Cellular Component
miR-1175-3p,0.0001144173395,4,26,28.69885434,GO:0098852 lytic vacuole membrane,http://amigo.geneontology.org/amigo/term/GO:0098852,CCG005141.1 RP20_CCG007251 CCG024373.1 CCG028005.1,GO Cellular Component
miR-1175-3p,3.92E-05,5,39,23.91571195,GO:0005774 vacuolar membrane,http://amigo.geneontology.org/amigo/term/GO:0005774,CCG005141.1 RP20_CCG007251 CCG024373.1 RP20_CCG025450 CCG028005.1,GO Cellular Component
miR-1175-3p,0.002110464718,3,26,21.52414075,GO:0030135 coated vesicle,http://amigo.geneontology.org/amigo/term/GO:0030135,RP20_CCG015087 CCG015582.1 CCG015800.2,GO Cellular Component
miR-1175-3p,0.0004843050258,4,40,18.65425532,GO:0000323 lytic vacuole,http://amigo.geneontology.org/amigo/term/GO:0000323,CCG005141.1 RP20_CCG007251 CCG024373.1 CCG028005.1,GO Cellular Component
miR-1175-3p,0.0004843050258,4,40,18.65425532,GO:0005764 lysosome,http://amigo.geneontology.org/amigo/term/GO:0005764,CCG005141.1 RP20_CCG007251 CCG024373.1 CCG028005.1,GO Cellular Component
miR-1175-3p,0.0001119725433,5,52,17.93678396,GO:0005773 vacuole,http://amigo.geneontology.org/amigo/term/GO:0005773,CCG005141.1 RP20_CCG007251 CCG024373.1 RP20_CCG025450 CCG028005.1,GO Cellular Component
miR-1175-3p,3.56E-06,7,75,17.4106383,GO:0000139 Golgi membrane,http://amigo.geneontology.org/amigo/term/GO:0000139,RP20_CCG015087 CCG015800.2 CCG020315.1 CCG022521.1 RP20_CCG024512 RP20_CCG027131 CCG028549.1,GO Cellular Component
miR-1175-3p,5.96E-09,13,200,12.12526596,GO:0098588 bounding membrane of organelle,http://amigo.geneontology.org/amigo/term/GO:0098588,CCG005141.1 RP20_CCG007251 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG020315.1 CCG022521.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 RP20_CCG027131 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,3.92E-05,8,160,9.32712766,GO:0005794 Golgi apparatus,http://amigo.geneontology.org/amigo/term/GO:0005794,RP20_CCG015087 CCG015582.1 CCG015800.2 CCG020315.1 CCG022521.1 RP20_CCG024512 RP20_CCG027131 CCG028549.1,GO Cellular Component
miR-1175-3p,9.14E-09,18,503,6.675479041,GO:0031090 organelle membrane,http://amigo.geneontology.org/amigo/term/GO:0031090,CCG005141.1 CCG005765.1 RP20_CCG007251 CCG009373.1 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG020315.1 CCG022521.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 RP20_CCG027131 CCG027460.1 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.001618367158,10,479,3.894416559,GO:0012505 endomembrane system,http://amigo.geneontology.org/amigo/term/GO:0012505,CCG005765.1 CCG009373.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG020315.1 CCG022521.1 RP20_CCG024512 RP20_CCG027131 CCG028549.1,GO Cellular Component
miR-1175-3p,1.91E-08,30,1599,3.499860285,GO:0005737 cytoplasm,http://amigo.geneontology.org/amigo/term/GO:0005737,CCG002478.1 CCG002937.1 RP20_CCG004459.2 CCG005141.1 CCG005765.1 RP20_CCG006745 RP20_CCG007251 CCG007319.1 CCG009373.1 CCG012263.1 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 CCG019709.1 CCG020315.1 CCG021925.1 CCG022521.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 CCG025948.4 RP20_CCG027131 CCG027460.1 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,2.17E-06,42,3552,2.205739649,GO:0016020 membrane,http://amigo.geneontology.org/amigo/term/GO:0016020,CCG001351.1 CCG001505.1 RP20_CCG002030 CCG002317.1 CCG003103.1 CCG004530.1 CCG005141.1 CCG005765.1 CCG006712.1 RP20_CCG007251 CCG007477.2 RP20_CCG007786 RP20_CCG008040 CCG009373.1 RP20_CCG010411 CCG012626.1 RP20_CCG013111 CCG013630.1 CCG013807.1 RP20_CCG014779 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG017552.1 CCG017715.1 RP20_CCG018981 CCG020315.1 RP20_CCG020710 CCG021273.1 CCG022521.1 RP20_CCG023649 CCG024373.1 RP20_CCG024512 CCG024578.1 CCG024740.2 RP20_CCG025450 CCG026052.1 RP20_CCG027131 CCG027460.1 CCG027531.2 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.000198766901,34,3148,2.014754386,GO:0016021 integral component of membrane,http://amigo.geneontology.org/amigo/term/GO:0016021,CCG001505.1 RP20_CCG002030 CCG002317.1 CCG003103.1 CCG004530.1 CCG005141.1 CCG005765.1 CCG006712.1 RP20_CCG007251 CCG007477.2 RP20_CCG008040 CCG009373.1 RP20_CCG010411 CCG012626.1 RP20_CCG013111 CCG013630.1 CCG013807.1 RP20_CCG014779 CCG017552.1 CCG017715.1 RP20_CCG018981 RP20_CCG020710 CCG021273.1 CCG024373.1 RP20_CCG024512 CCG024578.1 CCG024740.2 RP20_CCG025450 CCG026052.1 RP20_CCG027131 CCG027460.1 CCG027531.2 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,5.21E-05,39,3623,2.008048461,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,RP20_CCG002219 CCG002478.1 CCG002937.1 RP20_CCG004459.2 RP20_CCG004947 CCG005141.1 CCG005765.1 RP20_CCG006745 RP20_CCG007251 CCG007319.1 CCG009373.1 CCG010378.2 CCG012263.1 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 RP20_CCG016915 CCG017793.1 RP20_CCG019046.2 CCG019709.1 CCG020315.1 RP20_CCG020338 CCG020733.1 RP20_CCG021891 CCG021925.1 CCG022521.1 CCG023775.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 CCG025948.4 CCG027115.1 RP20_CCG027131 CCG027460.1 CCG027599.1 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.000198766901,34,3159,2.007738781,GO:0031224 intrinsic component of membrane,http://amigo.geneontology.org/amigo/term/GO:0031224,CCG001505.1 RP20_CCG002030 CCG002317.1 CCG003103.1 CCG004530.1 CCG005141.1 CCG005765.1 CCG006712.1 RP20_CCG007251 CCG007477.2 RP20_CCG008040 CCG009373.1 RP20_CCG010411 CCG012626.1 RP20_CCG013111 CCG013630.1 CCG013807.1 RP20_CCG014779 CCG017552.1 CCG017715.1 RP20_CCG018981 RP20_CCG020710 CCG021273.1 CCG024373.1 RP20_CCG024512 CCG024578.1 CCG024740.2 RP20_CCG025450 CCG026052.1 RP20_CCG027131 CCG027460.1 CCG027531.2 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.001364372718,28,2632,1.984495247,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,RP20_CCG002219 RP20_CCG004947 CCG005141.1 CCG005765.1 RP20_CCG007251 CCG009373.1 CCG010378.2 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG017793.1 CCG020315.1 RP20_CCG020338 CCG020733.1 RP20_CCG021891 CCG022521.1 CCG023775.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 CCG027115.1 RP20_CCG027131 CCG027460.1 CCG027599.1 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.001968599009,28,2707,1.929512926,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,RP20_CCG002219 RP20_CCG004947 CCG005141.1 CCG005765.1 RP20_CCG007251 CCG009373.1 CCG010378.2 RP20_CCG013111 CCG013807.1 RP20_CCG015087 CCG015582.1 CCG015800.2 CCG017793.1 CCG020315.1 RP20_CCG020338 CCG020733.1 RP20_CCG021891 CCG022521.1 CCG023775.1 CCG024373.1 RP20_CCG024512 RP20_CCG025450 CCG027115.1 RP20_CCG027131 CCG027460.1 CCG027599.1 CCG028005.1 CCG028549.1,GO Cellular Component
miR-1175-3p,0.006658401732,2,3,124.3617021,GO:0016971 flavin-linked sulfhydryl oxidase activity,http://amigo.geneontology.org/amigo/term/GO:0016971,CCG006712.1 CCG027531.2,GO Molecular Function
miR-1175-3p,0.01652981605,2,5,74.61702128,GO:0016972 thiol oxidase activity,http://amigo.geneontology.org/amigo/term/GO:0016972,CCG006712.1 CCG027531.2,GO Molecular Function
miR-1175-3p,0.01976647297,2,6,62.18085106,GO:0016670 oxidoreductase activity acting on a sulfur group of donors oxygen as acceptor,http://amigo.geneontology.org/amigo/term/GO:0016670,CCG006712.1 CCG027531.2,GO Molecular Function
miR-1175-3p,0.002828286066,20,1337,2.79046452,GO:0016740 transferase activity,http://amigo.geneontology.org/amigo/term/GO:0016740,CCG002317.1 CCG002478.1 CCG004530.1 RP20_CCG005310.2 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG008894 RP20_CCG009002 CCG010378.2 RP20_CCG014779 CCG021612.1 CCG023775.1 CCG027115.1 RP20_CCG027131 CCG028549.1,GO Molecular Function
miR-1175-3p,0.002828286066,43,4537,1.767980998,GO:0003824 catalytic activity,http://amigo.geneontology.org/amigo/term/GO:0003824,RP20_CCG002030 CCG002317.1 CCG002478.1 CCG003103.1 CCG003125.1 RP20_CCG003693 CCG004134.1 CCG004530.1 RP20_CCG005310.2 CCG006712.1 RP20_CCG006745 CCG007266.1 CCG007319.1 CCG007520.1 RP20_CCG007786 CCG007937.2 RP20_CCG008040 RP20_CCG008414 RP20_CCG008785 RP20_CCG008894 RP20_CCG009002 CCG009373.1 CCG010378.2 CCG012626.1 RP20_CCG014779 CCG015949.1 RP20_CCG017348 CCG017715.1 CCG018376.1 RP20_CCG019046.2 CCG019709.1 RP20_CCG020338 RP20_CCG021374 CCG021612.1 CCG021925.1 CCG023775.1 CCG025948.4 CCG026052.1 CCG027115.1 RP20_CCG027131 CCG027531.2 CCG027599.1 CCG028549.1,GO Molecular Function
miR-1767,0.03125193716,2,13,44.22446406,GO:0009226 nucleotide-sugar biosynthetic proc.,http://amigo.geneontology.org/amigo/term/GO:0009226,CCG007772.1 RP20_CCG008931,GO Biological Process
miR-1767,0.03125193716,2,15,38.32786885,GO:0009225 nucleotide-sugar metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0009225,CCG007772.1 RP20_CCG008931,GO Biological Process
miR-1767,0.04438214194,2,21,27.37704918,GO:0016571 histone methylation,http://amigo.geneontology.org/amigo/term/GO:0016571,RP20_CCG017609.3 RP20_CCG026317,GO Biological Process
miR-1767,0.03162995156,3,66,13.06631893,GO:0016570 histone modification,http://amigo.geneontology.org/amigo/term/GO:0016570,CCG013028.1 RP20_CCG017609.3 RP20_CCG026317,GO Biological Process
miR-1767,0.03125193716,4,117,9.82765868,GO:0032259 methylation,http://amigo.geneontology.org/amigo/term/GO:0032259,RP20_CCG008295 RP20_CCG011160 RP20_CCG017609.3 RP20_CCG026317,GO Biological Process
miR-1767,0.03125193716,5,228,6.303925798,GO:0006812 cation transport,http://amigo.geneontology.org/amigo/term/GO:0006812,RP20_CCG005999 RP20_CCG014062 RP20_CCG014088 RP20_CCG021043 RP20_CCG021285,GO Biological Process
miR-1767,0.001169291068,12,758,4.55080237,GO:0036211 protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0036211,RP20_CCG003693 RP20_CCG004947 CCG007750.2 RP20_CCG008785 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG017609.3 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG026317,GO Biological Process
miR-1767,0.001169291068,12,758,4.55080237,GO:0006464 cellular protein modification proc.,http://amigo.geneontology.org/amigo/term/GO:0006464,RP20_CCG003693 RP20_CCG004947 CCG007750.2 RP20_CCG008785 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG017609.3 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG026317,GO Biological Process
miR-1767,0.002353493897,12,847,4.072618886,GO:0043412 macromolecule modification,http://amigo.geneontology.org/amigo/term/GO:0043412,RP20_CCG003693 RP20_CCG004947 CCG007750.2 RP20_CCG008785 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG017609.3 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG026317,GO Biological Process
miR-1767,0.03125193716,12,1250,2.759606557,GO:0044267 cellular protein metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044267,RP20_CCG003693 RP20_CCG004947 CCG007750.2 RP20_CCG008785 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG017609.3 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG026317,GO Biological Process
miR-1767,0.03125193716,17,2264,2.158482014,GO:1901564 organonitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:1901564,CCG000710.2 CCG002459.1 RP20_CCG003693 RP20_CCG004947 CCG007750.2 CCG007772.1 RP20_CCG008785 CCG012626.1 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG015997 RP20_CCG017609.3 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG026317,GO Biological Process
miR-1767,0.03125193716,25,3945,1.821666771,GO:0006807 nitrogen compound metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0006807,CCG000489.1 CCG000710.2 RP20_CCG002219 CCG002459.1 RP20_CCG003693 RP20_CCG004947 RP20_CCG005253 CCG007750.2 CCG007772.1 RP20_CCG008785 RP20_CCG008931 CCG012626.1 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG015997 CCG016307.1 RP20_CCG017609.3 CCG017793.1 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG020703 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-1767,0.04438214194,23,3743,1.766379208,GO:0044237 cellular metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0044237,CCG000489.1 RP20_CCG002219 RP20_CCG003693 RP20_CCG004947 RP20_CCG005253 CCG007750.2 CCG007772.1 RP20_CCG008785 RP20_CCG008931 CCG012626.1 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG015997 CCG016307.1 RP20_CCG017609.3 CCG017793.1 RP20_CCG018341 RP20_CCG018905 RP20_CCG020334 RP20_CCG020703 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-1767,0.03125193716,28,4769,1.687744277,GO:0008152 metabolic proc.,http://amigo.geneontology.org/amigo/term/GO:0008152,CCG000489.1 CCG000710.2 RP20_CCG002219 CCG002459.1 RP20_CCG003693 RP20_CCG004947 RP20_CCG005253 CCG007750.2 CCG007772.1 RP20_CCG008295 RP20_CCG008785 RP20_CCG008931 RP20_CCG011160 CCG012626.1 CCG013028.1 RP20_CCG013219 RP20_CCG014779 RP20_CCG015997 CCG016307.1 RP20_CCG017609.3 CCG017793.1 RP20_CCG018341 RP20_CCG018905 CCG019709.1 RP20_CCG020334 RP20_CCG020703 RP20_CCG026317 CCG027115.1,GO Biological Process
miR-1767,0.001066562435,2,4,143.7295082,GO:0044666 MLL3/4 complex,http://amigo.geneontology.org/amigo/term/GO:0044666,RP20_CCG008295 RP20_CCG011160,GO Cellular Component
miR-1767,0.001066562435,2,4,143.7295082,GO:0061617 MICOS complex,http://amigo.geneontology.org/amigo/term/GO:0061617,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-1767,0.0001249354895,3,7,123.1967213,GO:0048188 Set1C/COMPASS complex,http://amigo.geneontology.org/amigo/term/GO:0048188,RP20_CCG008295 RP20_CCG011160 RP20_CCG026317,GO Cellular Component
miR-1767,0.002690626083,2,7,82.13114754,GO:0031304 intrinsic component of mitochondrial inner membrane,http://amigo.geneontology.org/amigo/term/GO:0031304,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-1767,0.002690626083,2,8,71.8647541,GO:0032592 integral component of mitochondrial membrane,http://amigo.geneontology.org/amigo/term/GO:0032592,RP20_CCG013111 CCG013807.1,GO Cellular Component
miR-1767,0.002690626083,2,8,71.8647541,GO:0033179 proton-transporting V-type ATPase V0 domain,http://amigo.geneontology.org/amigo/term/GO:0033179,RP20_CCG014088 RP20_CCG021285,GO Cellular Component
miR-1767,0.0003878107716,3,12,71.8647541,GO:0035097 histone methyltransferase complex,http://amigo.geneontology.org/amigo/term/GO:0035097,RP20_CCG008295 RP20_CCG011160 RP20_CCG026317,GO Cellular Component
miR-1767,0.000651604139,3,16,53.89856557,GO:0034708 methyltransferase complex,http://amigo.geneontology.org/amigo/term/GO:0034708,RP20_CCG008295 RP20_CCG011160 RP20_CCG026317,GO Cellular Component
miR-1767,0.005095596457,2,13,44.22446406,GO:0033177 proton-transporting two-sector ATPase complex proton-transporting domain,http://amigo.geneontology.org/amigo/term/GO:0033177,RP20_CCG014088 RP20_CCG021285,GO Cellular Component
miR-1767,0.008851393041,2,19,30.25884383,GO:0033176 proton-transporting V-type ATPase complex,http://amigo.geneontology.org/amigo/term/GO:0033176,RP20_CCG014088 RP20_CCG021285,GO Cellular Component
miR-1767,0.00542858428,3,57,15.12942192,GO:0005667 transcription regulator complex,http://amigo.geneontology.org/amigo/term/GO:0005667,RP20_CCG005253 CCG016307.1 CCG017793.1,GO Cellular Component
miR-1767,0.003817460567,5,196,7.333138173,GO:0098796 membrane protein complex,http://amigo.geneontology.org/amigo/term/GO:0098796,RP20_CCG013111 CCG013807.1 RP20_CCG014088 CCG020475.1 RP20_CCG021285,GO Cellular Component
miR-1767,0.0008395777438,14,1170,3.439680538,GO:0032991 protein-containing complex,http://amigo.geneontology.org/amigo/term/GO:0032991,CCG000489.1 CCG002937.1 RP20_CCG004459.2 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 RP20_CCG013111 CCG013807.1 RP20_CCG014088 CCG016307.1 CCG017793.1 CCG020475.1 RP20_CCG021285 RP20_CCG026317,GO Cellular Component
miR-1767,0.002931488358,20,2632,2.18433903,GO:0043231 intracellular membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043231,CCG000710.2 RP20_CCG002219 RP20_CCG004947 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 CCG013028.1 RP20_CCG013111 CCG013807.1 CCG015582.1 CCG016307.1 RP20_CCG017609.3 CCG017793.1 CCG020475.1 RP20_CCG020703 CCG020775.1 CCG022521.1 RP20_CCG024597 RP20_CCG026317 CCG027115.1,GO Cellular Component
miR-1767,0.003817460567,20,2707,2.123819848,GO:0043227 membrane-bounded organelle,http://amigo.geneontology.org/amigo/term/GO:0043227,CCG000710.2 RP20_CCG002219 RP20_CCG004947 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 CCG013028.1 RP20_CCG013111 CCG013807.1 CCG015582.1 CCG016307.1 RP20_CCG017609.3 CCG017793.1 CCG020475.1 RP20_CCG020703 CCG020775.1 CCG022521.1 RP20_CCG024597 RP20_CCG026317 CCG027115.1,GO Cellular Component
miR-1767,0.003885017595,24,3623,1.904227544,GO:0005622 intracellular anatomical structure,http://amigo.geneontology.org/amigo/term/GO:0005622,CCG000710.2 RP20_CCG002219 CCG002937.1 CCG004132.1 RP20_CCG004459.2 RP20_CCG004947 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 CCG013028.1 RP20_CCG013111 CCG013807.1 CCG015582.1 CCG016307.1 RP20_CCG017609.3 CCG017793.1 CCG019709.1 CCG020475.1 RP20_CCG020703 CCG020775.1 CCG022521.1 RP20_CCG024597 RP20_CCG026317 CCG027115.1,GO Cellular Component
miR-1767,0.00860845284,21,3176,1.900705083,GO:0043229 intracellular organelle,http://amigo.geneontology.org/amigo/term/GO:0043229,CCG000710.2 RP20_CCG002219 RP20_CCG004459.2 RP20_CCG004947 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 CCG013028.1 RP20_CCG013111 CCG013807.1 CCG015582.1 CCG016307.1 RP20_CCG017609.3 CCG017793.1 CCG020475.1 RP20_CCG020703 CCG020775.1 CCG022521.1 RP20_CCG024597 RP20_CCG026317 CCG027115.1,GO Cellular Component
miR-1767,0.008851393041,21,3209,1.881159035,GO:0043226 organelle,http://amigo.geneontology.org/amigo/term/GO:0043226,CCG000710.2 RP20_CCG002219 RP20_CCG004459.2 RP20_CCG004947 RP20_CCG005253 RP20_CCG008295 RP20_CCG011160 CCG013028.1 RP20_CCG013111 CCG013807.1 CCG015582.1 CCG016307.1 RP20_CCG017609.3 CCG017793.1 CCG020475.1 RP20_CCG020703 CCG020775.1 CCG022521.1 RP20_CCG024597 RP20_CCG026317 CCG027115.1,GO Cellular Component
miR-1767,0.004503461735,3,18,47.90983607,GO:0017018 myosin phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0017018,RP20_CCG003693 RP20_CCG020920 CCG022055.1,GO Molecular Function
miR-1767,0.007033765176,3,26,33.16834805,GO:0004722 protein serine/threonine phosphatase activity,http://amigo.geneontology.org/amigo/term/GO:0004722,RP20_CCG003693 RP20_CCG020920 CCG022055.1,GO Molecular Function
miR-1767,0.02506615792,2,22,26.13263785,GO:0009678 pyrophosphate hydrolysis-driven proton transmembrane transporter activity,http://amigo.geneontology.org/amigo/term/GO:0009678,RP20_CCG014088 RP20_CCG021285,GO Molecular Function
