Gene stable ID,Transcript stable ID,Gene name,UniProtKB/TrEMBL ID,UniParc ID
AAEL006880,AAEL006880-RC,,A0A1S4FEX4,UPI00043BC2DD
AAEL006880,AAEL006880-RC,,J9HYU4,UPI00043BC2DD
AAEL006880,AAEL006880-RE,,,UPI000B791355
AAEL006880,AAEL006880-RG,,,UPI000B791355
AAEL027116,AAEL027116-RA,,Q16SE0,UPI000B776975
AAEL027116,AAEL027116-RA,,Q16PD2,UPI000B776975
AAEL027116,AAEL027116-RA,,A0A1S4FTX5,UPI000B776975
AAEL011888,AAEL011888-RA,,Q16NR4,UPI0000DAB145
AAEL020264,AAEL020264-RE,,Q17L79,UPI000B77BCE7
AAEL020264,AAEL020264-RE,,A0A1S4EYV5,UPI000B77BCE7
AAEL020264,AAEL020264-RD,,,UPI000B796349
AAEL020264,AAEL020264-RC,,,UPI000B789BBC
AAEL020264,AAEL020264-RB,,,UPI000B7945F3
AAEL020264,AAEL020264-RA,,,UPI000B77BDD5
AAEL019840,AAEL019840-RA,,Q16YH9,UPI000B784E22
AAEL019840,AAEL019840-RA,,Q16GE9,UPI000B784E22
AAEL019840,AAEL019840-RA,,Q16YI0,UPI000B784E22
AAEL025944,AAEL025944-RA,,,UPI000B774935
AAEL002741,AAEL002741-RB,SCRB6,Q17HA4,UPI000B78E4AE
AAEL000671,AAEL000671-RA,TOLL6,A0A1S4EWI6,UPI000B799B9A
AAEL000671,AAEL000671-RA,TOLL6,Q17NJ6,UPI000B799B9A
AAEL000671,AAEL000671-RB,TOLL6,A0A1S4EWI6,UPI000B799B9A
AAEL021386,AAEL021386-RB,,,UPI000B774942
AAEL021386,AAEL021386-RA,,Q1HQX4,UPI0000D76ED4
AAEL021386,AAEL021386-RA,,Q176Q6,UPI0000D76ED4
AAEL026710,AAEL026710-RA,,Q178Q2,UPI000B77211A
AAEL003098,AAEL003098-RA,,A0A1S4F3V0,UPI000B76DDC0
AAEL003098,AAEL003098-RA,,Q17GE4,UPI000B76DDC0
AAEL012456,AAEL012456-RA,,A0A1S4FW61,UPI00043BD2C2
AAEL012456,AAEL012456-RA,,Q16G26,UPI00043BD2C2
AAEL012456,AAEL012456-RD,,,UPI000B7933A4
AAEL012456,AAEL012456-RB,,,UPI000B7807F5
AAEL012456,AAEL012456-RC,,Q16M10,UPI000B781BE5
AAEL012456,AAEL012456-RF,,Q16M10,UPI000B7790D0
AAEL012456,AAEL012456-RE,,,UPI000B79092C
AAEL003867,AAEL003867-RB,,Q17E89,UPI000B7818C2
AAEL009635,AAEL009635-RA,,Q16V90,UPI0000DAA8BF
AAEL010803,AAEL010803-RA,,A0A1S4FRB8,UPI00043B9E12
AAEL010803,AAEL010803-RA,,Q16RX2,UPI00043B9E12
AAEL004329,AAEL004329-RB,,A0A1S4F7K8,UPI000B775EB8
AAEL004329,AAEL004329-RB,,A0A0P6J5Y6,UPI000B775EB8
AAEL004329,AAEL004329-RB,,Q17D49,UPI000B775EB8
AAEL024306,AAEL024306-RA,,,UPI000B786F5F
AAEL025167,AAEL025167-RA,,A0A0P6IUH0,UPI000B7740FB
AAEL025167,AAEL025167-RA,,A0A0P6IVM9,UPI000B7740FB
AAEL023076,AAEL023076-RA,,,UPI000B772C6C
AAEL005485,AAEL005485-RB,,Q179V7,UPI000B77C640
AAEL021310,AAEL021310-RA,,,UPI000B78F1BC
AAEL004553,AAEL004553-RA,,A0A1S4F7Y5,UPI000B777B5E
AAEL004553,AAEL004553-RA,,Q17CI8,UPI000B777B5E
AAEL011631,AAEL011631-RB,,Q175H2,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q172J9,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16V86,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q171Q4,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16M41,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17B49,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17B48,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q170N8,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16Y87,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17M66,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16E90,UPI000B77A87D
AAEL011631,AAEL011631-RB,,A0A1S4G6I5,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16I07,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17DA6,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17AM4,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q17CZ7,UPI000B77A87D
AAEL011631,AAEL011631-RB,,A0A0P6J5Q9,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16EH3,UPI000B77A87D
AAEL011631,AAEL011631-RB,,A0A0P6IWY8,UPI000B77A87D
AAEL011631,AAEL011631-RB,,A0A0P6IXP0,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q16HZ1,UPI000B77A87D
AAEL011631,AAEL011631-RB,,Q175M6,UPI000B77A87D
AAEL023169,AAEL023169-RB,,Q172L4,UPI000B76F000
AAEL023169,AAEL023169-RB,,Q16LX7,UPI000B76F000
AAEL023169,AAEL023169-RA,,Q172L3,UPI000B7856BD
AAEL020955,AAEL020955-RE,,,UPI000B790DF0
AAEL020955,AAEL020955-RD,,,UPI000B77D650
AAEL020955,AAEL020955-RC,,,UPI000B790DF0
AAEL020955,AAEL020955-RB,,,UPI000B76EA68
AAEL020955,AAEL020955-RA,,,UPI000B790DF0
AAEL026523,AAEL026523-RA,,,UPI000B77928A
AAEL018318,AAEL018318-RA,,A0A1S4G862,UPI00043BA14D
AAEL018318,AAEL018318-RA,,Q17DC5,UPI00043BA14D
AAEL018318,AAEL018318-RA,,Q17DC3,UPI00043BA14D
AAEL019769,AAEL019769-RA,,Q16PQ3,UPI000B778C83
AAEL019769,AAEL019769-RA,,Q16ZQ0,UPI000B778C83
AAEL023361,AAEL023361-RA,,,UPI000B79AA7E
AAEL014273,AAEL014273-RG,,,UPI000B792F6B
AAEL014273,AAEL014273-RF,,,UPI000B792F6B
AAEL014273,AAEL014273-RE,,,UPI000B792F6B
AAEL014273,AAEL014273-RD,,,UPI000B792F6B
AAEL014273,AAEL014273-RC,,Q16GT1,UPI000B792F6B
AAEL014273,AAEL014273-RC,,A0A1S4G188,UPI000B792F6B
AAEL014273,AAEL014273-RB,,,UPI000B792F6B
AAEL025606,AAEL025606-RB,,,UPI000B77531C
AAEL025606,AAEL025606-RA,,Q16Q60,UPI000B794148
AAEL004605,AAEL004605-RA,,A0A1S4F840,UPI000B798308
AAEL004605,AAEL004605-RA,,Q17C99,UPI000B798308
AAEL004847,AAEL004847-RA,,A0A1S4F8T1,UPI000B78AAF7
AAEL004847,AAEL004847-RA,,Q0IFG3,UPI000B78AAF7
AAEL023604,AAEL023604-RA,,,UPI000B7725EA
AAEL024169,AAEL024169-RA,,,UPI000B774217
AAEL008021,AAEL008021-RA,,Q16ZZ3,UPI0000DAA284
AAEL008021,AAEL008021-RB,,Q16ZZ3,UPI0000DAA284
AAEL008021,AAEL008021-RC,,Q16ZZ3,UPI0000DAA284
AAEL019636,AAEL019636-RA,,Q17ES2,UPI0000DA92EE
AAEL000714,AAEL000714-RA,,A0A1S4EWM8,UPI00043BB7DF
AAEL000714,AAEL000714-RC,,Q17NI7,UPI0000DA8745
AAEL000714,AAEL000714-RB,,Q17NI7,UPI0000DA8745
AAEL019627,AAEL019627-RE,,Q17EB9,UPI000B78987E
AAEL019627,AAEL019627-RC,,A0A0P6ITC7,UPI000B77EDF5
AAEL019627,AAEL019627-RC,,Q17EC0,UPI000B77EDF5
AAEL019627,AAEL019627-RA,,,UPI000B789EF9
AAEL017536,AAEL017536-RD,GRRP,,UPI000B787B66
AAEL017536,AAEL017536-RC,GRRP,,UPI000B782BD3
AAEL017536,AAEL017536-RB,GRRP,,UPI000B790EAA
AAEL001759,AAEL001759-RA,RpS9,Q1HRP3,UPI0000D76DD0
AAEL001759,AAEL001759-RA,RpS9,Q5QC95,UPI0000D76DD0
AAEL011395,AAEL011395-RB,,Q16Q55,UPI0000DAAF6B
AAEL011395,AAEL011395-RA,,Q16Q55,UPI0000DAAF6B
AAEL011395,AAEL011395-RD,,Q16Q55,UPI0000DAAF6B
AAEL011395,AAEL011395-RC,,Q16Q55,UPI0000DAAF6B
AAEL011731,AAEL011731-RA,,A0A1S4FUE7,UPI000B785D85
AAEL011731,AAEL011731-RA,,Q16P73,UPI000B785D85
AAEL011731,AAEL011731-RA,,Q16F53,UPI000B785D85
AAEL014316,AAEL014316-RC,,,UPI000B76E3CD
AAEL014316,AAEL014316-RB,,Q16GN7,UPI000B780297
AAEL014316,AAEL014316-RB,,A0A1S4G1C9,UPI000B780297
AAEL014316,AAEL014316-RB,,A0A0P6IX53,UPI000B780297
AAEL013230,AAEL013230-RA,,Q16JS6,UPI0000DAB669
AAEL011429,AAEL011429-RA,,A0A1S4FTJ5,UPI000B7801EC
AAEL011429,AAEL011429-RA,,Q0IEC0,UPI000B7801EC
AAEL025432,AAEL025432-RA,,Q0IF52,UPI0000E264B7
AAEL023825,AAEL023825-RA,,Q16G65,UPI000B78AB7D
AAEL007343,AAEL007343-RA,,Q172L5,UPI0000DAA02A
AAEL007343,AAEL007343-RA,,Q16LX6,UPI0000DAA02A
AAEL022363,AAEL022363-RA,,,UPI000B786A94
AAEL006287,AAEL006287-RA,PIWI7,A0A1S4FD07,UPI000B76C406
AAEL006287,AAEL006287-RA,PIWI7,Q176R2,UPI000B76C406
AAEL019520,AAEL019520-RA,,Q16SE8,UPI0000DAA12F
AAEL022161,AAEL022161-RA,,,UPI000B76E715
AAEL019469,AAEL019469-RA,,Q8T5C5,UPI00000785FC
AAEL019469,AAEL019469-RA,,Q16IQ0,UPI00000785FC
AAEL019469,AAEL019469-RA,,A0A1S4G7T6,UPI00000785FC
AAEL019469,AAEL019469-RA,,Q8WT61,UPI00000785FC
AAEL019469,AAEL019469-RA,,Q9GPE7,UPI00000785FC
AAEL019469,AAEL019469-RA,,Q16IQ2,UPI00000785FC
AAEL019469,AAEL019469-RA,,Q9GPE6,UPI00000785FC
AAEL018293,AAEL018293-RF,,,UPI000B781241
AAEL018293,AAEL018293-RE,,,UPI000B781241
AAEL018293,AAEL018293-RD,,,UPI000B781241
AAEL018293,AAEL018293-RC,,Q17PH2,UPI000B781241
AAEL018293,AAEL018293-RC,,A0A0N8ES78,UPI000B781241
AAEL018293,AAEL018293-RC,,A0A1S4G802,UPI000B781241
AAEL018293,AAEL018293-RC,,Q17PH3,UPI000B781241
AAEL018293,AAEL018293-RB,,,UPI000B781241
AAEL013291,AAEL013291-RB,,,UPI000B78BBFE
AAEL013291,AAEL013291-RA,,A0A1S4FYM0,UPI000B783E25
AAEL013291,AAEL013291-RA,,Q16JL9,UPI000B783E25
AAEL000747,AAEL000747-RD,,,UPI000B79289C
AAEL000747,AAEL000747-RC,,Q17ND2,UPI000B79289C
AAEL000747,AAEL000747-RB,,,UPI000B79289C
AAEL026375,AAEL026375-RA,,,UPI000B796B6C
AAEL019655,AAEL019655-RA,,Q17MS6,UPI000B791B7A
AAEL012353,AAEL012353-RA,CTL15,Q16MC3,UPI0000DAB311
AAEL008698,AAEL008698-RA,,A0A1S4FKH8,UPI000B783B5C
AAEL008698,AAEL008698-RA,,Q16Y05,UPI000B783B5C
AAEL017201,AAEL017201-RA,Or94,J9E9Q3,UPI0001D4B6C5
AAEL004467,AAEL004467-RA,,Q1HQQ4,UPI0000D76F19
AAEL004467,AAEL004467-RA,,Q0IFM9,UPI0000D76F19
AAEL012501,AAEL012501-RB,,,UPI000B77C00A
AAEL012501,AAEL012501-RA,,Q16LW7,UPI0000DAB3AA
AAEL023626,AAEL023626-RA,,,UPI000B78040E
AAEL000809,AAEL000809-RA,,A0A1S4EX06,UPI000B799D50
AAEL000809,AAEL000809-RA,,Q17N57,UPI000B799D50
AAEL019604,AAEL019604-RC,,,UPI000B772A39
AAEL019604,AAEL019604-RB,,,UPI000B772A39
AAEL019604,AAEL019604-RA,,Q16S95,UPI000B772A39
AAEL019604,AAEL019604-RA,,Q16S94,UPI000B772A39
AAEL002316,AAEL002316-RA,,Q17IP5,UPI0000DA8DB6
AAEL002316,AAEL002316-RA,,Q17IP7,UPI0000DA8DB6
AAEL020536,AAEL020536-RA,,Q16H54,UPI000B773262
AAEL020536,AAEL020536-RA,,Q16H56,UPI000B773262
AAEL020536,AAEL020536-RA,,Q16ES1,UPI000B773262
AAEL011187,AAEL011187-RB,,A0A1S4FSY9,UPI000B7986A9
AAEL011187,AAEL011187-RB,,Q16QS5,UPI000B7986A9
AAEL006722,AAEL006722-RA,,Q174X1,UPI0000DA9DE2
AAEL024761,AAEL024761-RA,,Q17GF3,UPI000B782993
AAEL022929,AAEL022929-RA,,,UPI000B77FE8F
AAEL025937,AAEL025937-RA,,,UPI000B790618
AAEL023293,AAEL023293-RA,,Q173V2,UPI0000000B5F
AAEL012312,AAEL012312-RA,,Q16MG5,UPI0000DAB2E9
AAEL008449,AAEL008449-RA,,Q16YS8,UPI0000DAA417
AAEL008449,AAEL008449-RA,,Q16QG0,UPI0000DAA417
AAEL027845,AAEL027845-RA,,A0A1S4G789,UPI0003936575
AAEL014735,AAEL014735-RA,,Q16FJ7,UPI0000DABBEB
AAEL015255,AAEL015255-RW,,,UPI000B76D4DE
AAEL015255,AAEL015255-RV,,,UPI000B770A3E
AAEL015255,AAEL015255-RU,,,UPI000B78D7F9
AAEL015255,AAEL015255-RT,,A0A1S4G417,UPI000B796DA0
AAEL015255,AAEL015255-RS,,,UPI000B7971A6
AAEL015255,AAEL015255-RR,,,UPI000B77900A
AAEL015255,AAEL015255-RQ,,,UPI000B77BC44
AAEL015255,AAEL015255-RP,,,UPI000B78E36C
AAEL015255,AAEL015255-RO,,,UPI000B779668
AAEL015255,AAEL015255-RN,,,UPI000B773C5B
AAEL015255,AAEL015255-RL,,,UPI000B76D6BD
AAEL015255,AAEL015255-RK,,,UPI000B78E426
AAEL015255,AAEL015255-RJ,,Q16TH1,UPI000B76BADA
AAEL015255,AAEL015255-RJ,,Q16ED7,UPI000B76BADA
AAEL015255,AAEL015255-RI,,,UPI000B782B66
AAEL015255,AAEL015255-RH,,,UPI000B77279B
AAEL015255,AAEL015255-RG,,,UPI000B78E455
AAEL015255,AAEL015255-RF,,,UPI000B789672
AAEL015255,AAEL015255-RE,,,UPI000B77CFDF
AAEL015255,AAEL015255-RD,,,UPI000B782B66
AAEL015255,AAEL015255-RC,,,UPI000B76D6BD
AAEL015255,AAEL015255-RB,,,UPI000B76BFFD
AAEL027251,AAEL027251-RA,,,UPI000B77851C
AAEL013968,AAEL013968-RA,,Q16HN8,UPI0000DAB927
AAEL004103,AAEL004103-RA,,Q17DM0,UPI0000DA9437
AAEL027358,AAEL027358-RA,,,UPI000B79364C
AAEL022491,AAEL022491-RA,,,UPI000B797001
AAEL008356,AAEL008356-RC,,,UPI000B7970FC
AAEL008356,AAEL008356-RB,,Q0IEQ4,UPI000B774E41
AAEL008356,AAEL008356-RB,,Q0IEQ3,UPI000B774E41
AAEL008356,AAEL008356-RB,,Q0IEQ5,UPI000B774E41
AAEL007355,AAEL007355-RA,mRpS18A,Q172K6,UPI0000DAA033
AAEL005060,AAEL005060-RB,CLIPB44,Q17B77,UPI000B7888E8
AAEL022513,AAEL022513-RA,,Q16IE4,UPI0000000B5E
AAEL023932,AAEL023932-RA,,Q175W8,UPI0000DA9CF1
AAEL008101,AAEL008101-RC,,,UPI000B778D48
AAEL008101,AAEL008101-RB,,A0A1S4FIH0,UPI000B785D1D
AAEL008101,AAEL008101-RB,,Q0IES6,UPI000B785D1D
AAEL000498,AAEL000498-RB,,Q17P54,UPI000B782FF1
AAEL002057,AAEL002057-RA,,A0A1S4F0S3,UPI00043BCA5A
AAEL002057,AAEL002057-RA,,A0A0P6IUG0,UPI00043BCA5A
AAEL002057,AAEL002057-RA,,Q17JD7,UPI00043BCA5A
AAEL002057,AAEL002057-RA,,Q17HA2,UPI00043BCA5A
AAEL009608,AAEL009608-RC,mRpS16,A0A1S4FMS8,UPI000B78FF39
AAEL009608,AAEL009608-RB,mRpS16,Q16VD4,UPI000B78DDDC
AAEL002056,AAEL002056-RB,,,UPI000B778246
AAEL002056,AAEL002056-RA,,,UPI000B778246
AAEL020409,AAEL020409-RA,,Q170C9,UPI0000DAA260
AAEL013547,AAEL013547-RB,,Q16IT1,UPI0000DAB7B2
AAEL013547,AAEL013547-RA,,Q16IT1,UPI0000DAB7B2
AAEL009213,AAEL009213-RE,,,UPI000B7777FE
AAEL009213,AAEL009213-RD,,,UPI000B7777FE
AAEL009213,AAEL009213-RC,,A0A0P6IZJ5,UPI000B7777FE
AAEL009213,AAEL009213-RC,,Q16WI8,UPI000B7777FE
AAEL009213,AAEL009213-RB,,,UPI000B7777FE
AAEL020174,AAEL020174-RA,,,UPI000B79088C
AAEL007637,AAEL007637-RB,,Q171H9,UPI000B798178
AAEL026284,AAEL026284-RA,,,UPI000B76C212
AAEL011276,AAEL011276-RA,,Q1HQQ1,UPI0000D76F1C
AAEL011276,AAEL011276-RA,,Q16QJ1,UPI0000D76F1C
AAEL011276,AAEL011276-RB,,Q1HQQ1,UPI0000D76F1C
AAEL011283,AAEL011283-RA,,,UPI0000DAAEF1
AAEL011283,AAEL011283-RB,,,UPI0000DAAEF1
AAEL002834,AAEL002834-RD,,,UPI000B795F16
AAEL002834,AAEL002834-RC,,Q17H06,UPI000B795F16
AAEL002834,AAEL002834-RC,,A0A1S4F321,UPI000B795F16
AAEL023811,AAEL023811-RA,,,UPI000B7914D7
AAEL008560,AAEL008560-RA,,A0A1S4FJS0,UPI000B78C517
AAEL008560,AAEL008560-RA,,Q16YF5,UPI000B78C517
AAEL011687,AAEL011687-RA,,Q16PD4,UPI0000DAB06E
AAEL011687,AAEL011687-RA,,Q16SD8,UPI0000DAB06E
AAEL007191,AAEL007191-RA,,Q173C2,UPI0000DA9F91
AAEL007191,AAEL007191-RA,,Q16XD9,UPI0000DA9F91
AAEL019884,AAEL019884-RC,,,UPI000B7832CF
AAEL019884,AAEL019884-RA,,,UPI000B774F3F
AAEL014609,AAEL014609-RA,CYP9J26,A0A1S4G257,UPI000B77183F
AAEL014609,AAEL014609-RA,CYP9J26,Q16FX0,UPI000B77183F
AAEL014609,AAEL014609-RA,CYP9J26,F8UVW5,UPI000B77183F
AAEL002003,AAEL002003-RA,,Q17JK5,UPI0000DA8C88
AAEL002003,AAEL002003-RA,,Q17JH9,UPI0000DA8C88
AAEL023503,AAEL023503-RA,,,UPI000B774D07
AAEL000276,AAEL000276-RB,,,UPI000B779227
AAEL000276,AAEL000276-RA,,A0A1S4EVD4,UPI00043BBF52
AAEL000276,AAEL000276-RA,,Q17PN7,UPI00043BBF52
AAEL000276,AAEL000276-RC,,,UPI000B77A66D
AAEL000276,AAEL000276-RD,,,UPI000B76CE63
AAEL000276,AAEL000276-RE,,,UPI000B78C1E2
AAEL025111,AAEL025111-RC,,,UPI000B78C45D
AAEL025111,AAEL025111-RB,,,UPI000B78AF94
AAEL025111,AAEL025111-RA,,Q17BD3,UPI000B77EEB6
AAEL021376,AAEL021376-RD,,,UPI000B791CA6
AAEL021376,AAEL021376-RC,,,UPI000B791CA6
AAEL021376,AAEL021376-RB,,,UPI000B791CA6
AAEL021376,AAEL021376-RA,,A0A0P6IY23,UPI000B791CA6
AAEL021376,AAEL021376-RA,,Q17MA1,UPI000B791CA6
AAEL025491,AAEL025491-RA,,,UPI000B77541F
AAEL025153,AAEL025153-RA,,,UPI000B792A5F
AAEL002348,AAEL002348-RB,,Q17IK2,UPI000B792080
AAEL003684,AAEL003684-RA,,A0A1S4F5C1,UPI000B7907C8
AAEL003684,AAEL003684-RA,,Q17EU1,UPI000B7907C8
AAEL022474,AAEL022474-RB,,,UPI000B787977
AAEL012585,AAEL012585-RA,RpL7,Q1HR81,UPI0000D76E6D
AAEL012585,AAEL012585-RA,RpL7,A0A0P6J1G0,UPI0000D76E6D
AAEL012585,AAEL012585-RA,RpL7,Q16WX0,UPI0000D76E6D
AAEL012585,AAEL012585-RA,RpL7,Q16WB9,UPI0000D76E6D
AAEL012585,AAEL012585-RA,RpL7,Q16W84,UPI0000D76E6D
AAEL012585,AAEL012585-RA,RpL7,Q173X9,UPI0000D76E6D
AAEL005171,AAEL005171-RA,,Q17AS4,UPI0000DA97FC
AAEL025459,AAEL025459-RA,,Q16EJ7,UPI000B79443F
AAEL025459,AAEL025459-RA,,A0A1S4FLR0,UPI000B79443F
AAEL025459,AAEL025459-RA,,Q16WM0,UPI000B79443F
AAEL024098,AAEL024098-RA,,,UPI000B77A3EA
AAEL021304,AAEL021304-RA,,,UPI000B79993B
AAEL005139,AAEL005139-RA,,Q17AZ0,UPI0000DA97BB
AAEL001427,AAEL001427-RA,,A0A1S4EYS0,UPI000B79594B
AAEL001427,AAEL001427-RA,,Q17L80,UPI000B79594B
AAEL008630,AAEL008630-RC,,Q16Y79,UPI0000DAA4D4
AAEL008630,AAEL008630-RD,,Q16Y79,UPI0000DAA4D4
AAEL008630,AAEL008630-RA,,Q16Y79,UPI0000DAA4D4
AAEL008630,AAEL008630-RB,,Q16Y79,UPI0000DAA4D4
AAEL008630,AAEL008630-RE,,Q16Y79,UPI0000DAA4D4
AAEL023482,AAEL023482-RA,,Q16W57,UPI000B7800DA
AAEL021929,AAEL021929-RA,,,UPI000B76CFEC
AAEL006524,AAEL006524-RB,,A0A1S4FDR6,UPI000B78781D
AAEL006524,AAEL006524-RB,,Q0IF36,UPI000B78781D
AAEL002055,AAEL002055-RA,,Q17JE9,UPI0000DA8CBE
AAEL019883,AAEL019883-RF,,J9EBP4,UPI000B782BE9
AAEL019883,AAEL019883-RE,,,UPI000B76EDDE
AAEL019883,AAEL019883-RD,,,UPI000B78F47C
AAEL019883,AAEL019883-RB,,,UPI000B789A73
AAEL019883,AAEL019883-RA,,A0A1S4F4D2,UPI000B797C01
AAEL019883,AAEL019883-RA,,Q17FP9,UPI000B797C01
AAEL022566,AAEL022566-RA,,,UPI000B796243
AAEL008167,AAEL008167-RB,,Q16ZL0,UPI0000DAA305
AAEL008167,AAEL008167-RB,,Q16ZK9,UPI0000DAA305
AAEL008167,AAEL008167-RC,,,UPI000B78A8DF
AAEL008167,AAEL008167-RD,,,UPI000B78C59D
AAEL001938,AAEL001938-RA,,Q17JR9,UPI0000DA8C49
AAEL026906,AAEL026906-RF,,,UPI000B794FDD
AAEL026906,AAEL026906-RE,,,UPI000B794FDD
AAEL026906,AAEL026906-RD,,,UPI000B794FDD
AAEL026906,AAEL026906-RC,,Q16MY4,UPI000B794FDD
AAEL026906,AAEL026906-RB,,,UPI000B794FDD
AAEL026906,AAEL026906-RA,,,UPI000B794FDD
AAEL006832,AAEL006832-RB,GPRFZ3,Q174Q4,UPI000B782748
AAEL019460,AAEL019460-RC,,,UPI000B7916B7
AAEL019460,AAEL019460-RB,,Q16S62,UPI000B7916B7
AAEL019460,AAEL019460-RB,,Q16S63,UPI000B7916B7
AAEL019460,AAEL019460-RB,,Q16S61,UPI000B7916B7
AAEL019460,AAEL019460-RA,,,UPI000B7916B7
AAEL025134,AAEL025134-RC,,,UPI000B76F705
AAEL025134,AAEL025134-RB,,Q1HQM3,UPI0000D76F38
AAEL025134,AAEL025134-RB,,Q170X6,UPI0000D76F38
AAEL025134,AAEL025134-RA,,,UPI000936AC4B
AAEL026551,AAEL026551-RA,,A0A1S4G7S4,UPI000B78FADB
AAEL026551,AAEL026551-RA,,Q16PP7,UPI000B78FADB
AAEL015020,AAEL015020-RA,,A0A1S4G3C1,UPI000B76FFC2
AAEL015020,AAEL015020-RA,,Q16WF3,UPI000B76FFC2
AAEL015020,AAEL015020-RA,,Q16WF5,UPI000B76FFC2
AAEL015020,AAEL015020-RA,,Q16ET7,UPI000B76FFC2
AAEL004035,AAEL004035-RA,,Q17DX6,UPI0000DA93CF
AAEL022508,AAEL022508-RA,,,UPI000B78573E
AAEL015571,AAEL015571-RA,,A0A1S4G509,UPI000B77F464
AAEL015571,AAEL015571-RA,,Q1DGM7,UPI000B77F464
AAEL015571,AAEL015571-RA,,Q170Y2,UPI000B77F464
AAEL015571,AAEL015571-RA,,A0A1S4FHK8,UPI000B77F464
AAEL015571,AAEL015571-RB,,,UPI000B78FB9B
AAEL005074,AAEL005074-RG,,A0A1S4F9R6,UPI000B780C77
AAEL005074,AAEL005074-RF,,,UPI000B79708F
AAEL005074,AAEL005074-RD,,Q17B80,UPI000B78703A
AAEL005074,AAEL005074-RC,,,UPI000B76CB37
AAEL009629,AAEL009629-RA,,A0A1S4FMU8,UPI000B7721A8
AAEL009629,AAEL009629-RA,,Q16VA7,UPI000B7721A8
AAEL009629,AAEL009629-RB,,A0A1S4FMU8,UPI000B7721A8
AAEL008067,AAEL008067-RF,,Q16ZT4,UPI000B795492
AAEL008067,AAEL008067-RE,,Q16ZT3,UPI000B7835AB
AAEL008067,AAEL008067-RE,,Q16ZT2,UPI000B7835AB
AAEL008067,AAEL008067-RD,,,UPI000B795492
AAEL028056,AAEL028056-RB,,J9HGU6,UPI000B77DFF4
AAEL028056,AAEL028056-RA,,Q16MH8,UPI000B79502D
AAEL014032,AAEL014032-RE,,,UPI000B784F1C
AAEL014032,AAEL014032-RD,,Q16HG6,UPI000B78BEBF
AAEL024653,AAEL024653-RD,,A0A1S4EY32,UPI000B77B365
AAEL024653,AAEL024653-RD,,A0A0P6K114,UPI000B77B365
AAEL024653,AAEL024653-RD,,Q17M14,UPI000B77B365
AAEL024653,AAEL024653-RC,,,UPI000B7921F7
AAEL024653,AAEL024653-RB,,Q17M14,UPI000B77498F
AAEL024653,AAEL024653-RA,,A0A1S4G7S0,UPI000B78021E
AAEL021203,AAEL021203-RB,,,UPI000B790936
AAEL021203,AAEL021203-RA,,,UPI000B78C15E
AAEL021176,AAEL021176-RA,,Q173N2,UPI0000DA8894
AAEL007369,AAEL007369-RA,,A0A1S4FGJ3,UPI000B77601F
AAEL007369,AAEL007369-RA,,Q172I8,UPI000B77601F
AAEL001627,AAEL001627-RA,,A0A1S4EZH5,UPI000B781C33
AAEL001627,AAEL001627-RA,,Q6GW02,UPI000B781C33
AAEL000571,AAEL000571-RC,,A0A1S4EWC3,UPI000B7942A4
AAEL000571,AAEL000571-RB,,Q17NU8,UPI000B78FC51
AAEL012621,AAEL012621-RE,,,UPI000B7909F5
AAEL012621,AAEL012621-RD,,,UPI000B78EB88
AAEL012621,AAEL012621-RC,,,UPI000B79327C
AAEL012621,AAEL012621-RB,,Q16LJ8,UPI000B786AA4
AAEL021520,AAEL021520-RE,,,UPI000B789B83
AAEL021520,AAEL021520-RD,,,UPI000B780FE6
AAEL021520,AAEL021520-RC,,,UPI000B78BA47
AAEL021520,AAEL021520-RB,,,UPI000B777613
AAEL021520,AAEL021520-RA,,,UPI000B76E993
AAEL003958,AAEL003958-RI,,,UPI000B76C49B
AAEL003958,AAEL003958-RH,,,UPI000B77DC20
AAEL003958,AAEL003958-RG,,,UPI000B77DC20
AAEL003958,AAEL003958-RF,,Q17E21,UPI000B77B662
AAEL003958,AAEL003958-RE,,,UPI000B770B99
AAEL003958,AAEL003958-RD,,,UPI000B770B99
AAEL003958,AAEL003958-RC,,,UPI000B770B99
AAEL003958,AAEL003958-RB,,,UPI000B77DC20
AAEL004844,AAEL004844-RC,,A0A1S4F8X0,UPI000B799117
AAEL004844,AAEL004844-RB,,Q0IEP6,UPI000B790B82
AAEL004844,AAEL004844-RB,,A0A1S4F8X0,UPI000B790B82
AAEL005496,AAEL005496-RA,,A0A1S4FAQ0,UPI00043BB63F
