"species","mirna","enrichment_fdr","n_genes","pathway_genes","fold_enrichment","pathway","url","genes","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","ensembl_id"
"Aedes aegypti","aae-mir-5119-5p",0.03074109973,15,461,2.443335252,"GO:0006355 reg. of transcription DNA-templated","http://amigo.geneontology.org/amigo/term/GO:0006355","Q17LA6 A0A1S4F9Z0 A0A1S4FGC2 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.03074109973,15,461,2.443335252,"GO:2001141 reg. of RNA biosynthetic proc.","http://amigo.geneontology.org/amigo/term/GO:2001141","Q17LA6 A0A1S4F9Z0 A0A1S4FGC2 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.01222092751,19,584,2.443056332,"GO:0010468 reg. of gene expression","http://amigo.geneontology.org/amigo/term/GO:0010468","Q17LA6 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q170R5 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q172A2 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.0086910958,24,762,2.36509722,"GO:0007165 signal transduction","http://amigo.geneontology.org/amigo/term/GO:0007165","Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.01335150321,20,652,2.303430575,"GO:0051171 reg. of nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0051171","Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.01335150321,20,653,2.299903116,"GO:0080090 reg. of primary metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0080090","Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.01222092751,22,719,2.297663989,"GO:0060255 reg. of macromolecule metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0060255","Q17LA6 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q170R5 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q172A2 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.009636176543,24,794,2.26977844,"GO:0023052 signaling","http://amigo.geneontology.org/amigo/term/GO:0023052","Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.009636176543,24,794,2.26977844,"GO:0007154 cell communication","http://amigo.geneontology.org/amigo/term/GO:0007154","Q17MN7 A0A1S4EZX0 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 Q17D27 Q171K9 Q16E68","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",8.19e-05,47,1624,2.173224339,"GO:0050789 reg. of biological proc.","http://amigo.geneontology.org/amigo/term/GO:0050789","Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 Q170R5 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q172A2 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.03475929732,18,622,2.173075661,"GO:0031323 reg. of cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0031323","Q17LA6 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH95 Q16XJ6 Q16WN0 A0A1S4FP16 A0A0P6K0V3 A0A1S4FVW5 Q16G14 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q16UC4 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.0001510911563,43,1506,2.144056427,"GO:0050794 reg. of cellular proc.","http://amigo.geneontology.org/amigo/term/GO:0050794","Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6K0X9 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.01222092751,26,937,2.083658223,"GO:0051716 cellular response to stimulus","http://amigo.geneontology.org/amigo/term/GO:0051716","Q17MN7 A0A1S4EZX0 A0A1S4F1P1 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 A0A1S4G7S4 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 A0A0P6IYF6 Q17D27 Q171K9 Q16E68","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.009636176543,29,1055,2.064135796,"GO:0050896 response to stimulus","http://amigo.geneontology.org/amigo/term/GO:0050896","Q17MN7 A0A1S4EZX0 A0A1S4F1P1 A0A0P6K0W1 A0A1S4FGC2 A0A1S4FH10 A0A1S4FJZ7 Q16XW4 A0A411JKH4 Q16WV5 Q16WN0 A0A1S4G7S4 A0A0N8ES29 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 Q16HN0 A0A1S4FN71 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 A0A1S4FAT3 A0A0P6IYF6 Q17D27 Q171K9 Q16E68","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.0001510911563,48,1756,2.052624239,"GO:0065007 biological reg.","http://amigo.geneontology.org/amigo/term/GO:0065007","Q17MN7 A0A1S4EXX0 Q17LA6 A0A1S4EZX0 A0A0P6K0W1 A0A1S4F207 Q16I15 A0A1S4F8Q2 A0A1S4F9Z0 A0A0P6IUG2 A0A1S4FGC2 Q172C8 A0A1S4FH10 A0A1S4FH95 Q170R5 A0A1S4FJZ7 Q16XW4 Q16XJ6 A0A411JKH4 Q16WV5 Q16WN0 Q16VR4 A0A1S4FP16 A0A1S4G7S4 A0A0P6K0V3 A0A1S4FVW5 A0A0P6J0T1 A0A411JKA7 A0A1S4FXV3 Q16IP4 A0A1S4FN71 Q16G14 Q16FU0 A0A1S4FU68 J9HSS4 A0A0P6IVC8 Q17EH0 A0A1S4FAT3 A0A0P6IVL3 A0A0P6K0X9 Q16HF3 Q172A2 Q17D27 Q16UC4 Q171K9 Q16E68 Q16G79","GO Biological Process",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.04762057484,4,23,13.05944987,"GO:0008374 O-acyltransferase activity","http://amigo.geneontology.org/amigo/term/GO:0008374","A0A1S4EVW1 A0A1S4EYT1 A0A1S4FFL0","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.04762057484,9,168,4.022776968,"GO:0008092 cytoskeletal protein binding","http://amigo.geneontology.org/amigo/term/GO:0008092","Q17N32 A0A1S4EXX0 Q0IFU3 Q17DF2 Q16YQ3 Q16VR4 A0A1S4FXV3 Q16QW6 Q17D27","GO Molecular Function",NA,"shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.03840588731,5,53,7.084135541,"Path:aag04391 Hippo signaling pathway-fly","http://www.genome.jp/kegg-bin/show_pathway?aag04391","A0A1S4G6E5 A0A1S4FAT3 A0A1S4FJZ7 Q0IE98 Q16HF3","KEGG","other","shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes aegypti","aae-mir-5119-5p",0.03840588731,6,91,4.951110114,"Path:aag04013 MAPK signaling pathway-fly","http://www.genome.jp/kegg-bin/show_pathway?aag04013","A0A1S4FJZ7 Q16XW4 A0A0P6K0X9 Q0IE98 Q17EH0 Q17GI1","KEGG","other","shinygo","ensembl_metazoa",7159,"Aedes aegypti LVP_AGWG genes AaegL5","aalvpagwg_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00080656,2,3,254.130435,"GO:0071586 CAAX-box protein processing","http://amigo.geneontology.org/amigo/term/GO:0071586","CCG002064.1 CCG004361.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00080656,2,3,254.130435,"GO:0080120 CAAX-box protein maturation","http://amigo.geneontology.org/amigo/term/GO:0080120","CCG002064.1 CCG004361.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.0011273,2,4,190.597826,"GO:0045332 phospholipid translocation","http://amigo.geneontology.org/amigo/term/GO:0045332","RP20_CCG000855 CCG006730.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00028022,3,10,114.358696,"GO:0034204 lipid translocation","http://amigo.geneontology.org/amigo/term/GO:0034204","RP20_CCG000855 CCG006730.1 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00028022,3,10,114.358696,"GO:0097035 reg. of membrane lipid distribution","http://amigo.geneontology.org/amigo/term/GO:0097035","RP20_CCG000855 CCG006730.1 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00078379,3,17,67.269821,"GO:0015914 phospholipid transport","http://amigo.geneontology.org/amigo/term/GO:0015914","RP20_CCG000855 CCG006730.1 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00102359,3,24,47.6494565,"GO:0015748 organophosphate ester transport","http://amigo.geneontology.org/amigo/term/GO:0015748","RP20_CCG000855 CCG006730.1 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00048629,4,44,34.6541502,"GO:0061024 membrane organization","http://amigo.geneontology.org/amigo/term/GO:0061024","RP20_CCG000855 CCG003235.1 CCG006730.1 RP20_CCG016202","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00345237,3,45,25.4130435,"GO:0016579 protein deubiquitination","http://amigo.geneontology.org/amigo/term/GO:0016579","RP20_CCG008969.2 RP20_CCG016309 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00372372,3,47,24.3316374,"GO:0070646 protein modification by small protein removal","http://amigo.geneontology.org/amigo/term/GO:0070646","RP20_CCG008969.2 RP20_CCG016309 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00177706,5,171,11.1460717,"GO:0070647 protein modification by small protein conjugation or removal","http://amigo.geneontology.org/amigo/term/GO:0070647","RP20_CCG001575 RP20_CCG008969.2 RP20_CCG016309 RP20_CCG019012 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00221764,9,758,4.52606975,"GO:0036211 protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0036211","RP20_CCG001575 CCG005153.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG016309 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00221764,9,758,4.52606975,"GO:0006464 cellular protein modification proc.","http://amigo.geneontology.org/amigo/term/GO:0006464","RP20_CCG001575 CCG005153.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG016309 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00421984,9,847,4.05048509,"GO:0043412 macromolecule modification","http://amigo.geneontology.org/amigo/term/GO:0043412","RP20_CCG001575 CCG005153.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG016309 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00152687,12,1250,3.65947826,"GO:0044267 cellular protein metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044267","RP20_CCG001575 CCG002064.1 CCG004361.1 CCG005153.1 RP20_CCG008785 RP20_CCG008969.2 CCG012805.1 RP20_CCG016309 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG022742.2","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00080656,23,3743,2.34237243,"GO:0044237 cellular metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044237","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG004361.1 CCG005153.1 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG009685 CCG012626.1 CCG012728.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 RP20_CCG016309 CCG017793.1 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG021891 RP20_CCG022742.2 CCG024920.1 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00123441,24,4298,2.12859368,"GO:0044238 primary metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0044238","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG004361.1 CCG005153.1 RP20_CCG008684 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG009685 CCG012626.1 CCG012728.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 RP20_CCG016309 CCG017793.1 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG021891 RP20_CCG022742.2 CCG025948.4 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00221764,22,3945,2.12580592,"GO:0006807 nitrogen compound metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0006807","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG004361.1 CCG005153.1 RP20_CCG008684 RP20_CCG008785 RP20_CCG008969.2 CCG012626.1 CCG012728.1 CCG012805.1 CCG014290.1 RP20_CCG016309 CCG017793.1 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG021891 RP20_CCG022742.2 CCG024920.1 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00102359,25,4512,2.1121213,"GO:0071704 organic substance metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0071704","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG004361.1 CCG005153.1 RP20_CCG008684 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG009685 CCG012626.1 CCG012728.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 RP20_CCG016309 CCG017793.1 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG021891 RP20_CCG022742.2 CCG024920.1 CCG025948.4 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.00178355,25,4769,1.99829971,"GO:0008152 metabolic proc.","http://amigo.geneontology.org/amigo/term/GO:0008152","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG004361.1 CCG005153.1 RP20_CCG008684 RP20_CCG008785 RP20_CCG008969.2 RP20_CCG009685 CCG012626.1 CCG012728.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 RP20_CCG016309 CCG017793.1 RP20_CCG019012 RP20_CCG020334 RP20_CCG020338 RP20_CCG021891 RP20_CCG022742.2 CCG024920.1 CCG025948.4 CCG027115.1","GO Biological Process",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.04436819,1,4,95.298913,"GO:0030870 Mre11 complex","http://amigo.geneontology.org/amigo/term/GO:0030870","CCG014290.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01221711,2,9,84.7101449,"GO:0005802 trans-Golgi network","http://amigo.geneontology.org/amigo/term/GO:0005802","CCG003235.1 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.04436819,1,5,76.2391304,"GO:0000781 chromosome telomeric region","http://amigo.geneontology.org/amigo/term/GO:0000781","CCG014290.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01412523,2,20,38.1195652,"GO:0098791 Golgi apparatus subcompartment","http://amigo.geneontology.org/amigo/term/GO:0098791","CCG003235.1 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.04436819,2,57,13.375286,"GO:0005667 transcription regulator complex","http://amigo.geneontology.org/amigo/term/GO:0005667","CCG008677.1 CCG017793.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.04436819,2,65,11.729097,"GO:0005829 cytosol","http://amigo.geneontology.org/amigo/term/GO:0005829","RP20_CCG001575 RP20_CCG019012","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01412523,4,185,8.24206816,"GO:0031984 organelle subcompartment","http://amigo.geneontology.org/amigo/term/GO:0031984","CCG002064.1 CCG003235.1 CCG004361.1 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.04436819,5,479,3.97907779,"GO:0012505 endomembrane system","http://amigo.geneontology.org/amigo/term/GO:0012505","CCG002064.1 CCG003235.1 CCG004361.1 CCG012805.1 CCG015582.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01412523,12,1599,2.86075536,"GO:0005737 cytoplasm","http://amigo.geneontology.org/amigo/term/GO:0005737","RP20_CCG001575 CCG002064.1 CCG003235.1 CCG004132.1 CCG004361.1 RP20_CCG009685 CCG012805.1 RP20_CCG013836.3 CCG015582.1 CCG017793.1 RP20_CCG019012 CCG025948.4","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01826267,15,2632,2.17246762,"GO:0043231 intracellular membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043231","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG003235.1 CCG004361.1 CCG005153.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 CCG015582.1 CCG017793.1 RP20_CCG020338 RP20_CCG021891 CCG027115.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.02074745,15,2707,2.11227735,"GO:0043227 membrane-bounded organelle","http://amigo.geneontology.org/amigo/term/GO:0043227","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG003235.1 CCG004361.1 CCG005153.1 CCG012805.1 RP20_CCG013836.3 CCG014290.1 CCG015582.1 CCG017793.1 RP20_CCG020338 RP20_CCG021891 CCG027115.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
"Aedes albopictus","aal-mir-2a-3p",0.01412523,19,3623,1.99909395,"GO:0005622 intracellular anatomical structure","http://amigo.geneontology.org/amigo/term/GO:0005622","RP20_CCG001034 RP20_CCG001575 CCG002064.1 RP20_CCG002219 CCG003235.1 CCG004132.1 CCG004361.1 CCG005153.1 RP20_CCG009685 CCG012805.1 RP20_CCG013836.3 CCG014290.1 CCG015582.1 CCG017793.1 RP20_CCG019012 RP20_CCG020338 RP20_CCG021891 CCG025948.4 CCG027115.1","GO Cellular Component",NA,"shinygo","ensembl_metazoa",7160,"Aedes albopictus genes AaloF1","aalbopictus_eg_gene"
