#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A182HBZ8|A0A182HBZ8_AEDAL	7165.AGAP005010-PA	8.15e-38	152	"KOG0773@1|root,KOG0773@2759|Eukaryota,39VGJ@33154|Opisthokonta,3BJAP@33208|Metazoa,3CZN6@33213|Bilateria,41UYE@6656|Arthropoda,3SKPT@50557|Insecta,451E4@7147|Diptera"	33208|Metazoa	K	"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated"	IRX4	"GO:0000902,GO:0000904,GO:0000981,GO:0001654,GO:0001708,GO:0001736,GO:0001738,GO:0001745,GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0003700,GO:0003705,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005667,GO:0006355,GO:0006357,GO:0007163,GO:0007164,GO:0007275,GO:0007346,GO:0007389,GO:0007399,GO:0007423,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007507,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016358,GO:0019219,GO:0019222,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0035309,GO:0035310,GO:0040008,GO:0042067,GO:0042692,GO:0042693,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045165,GO:0045317,GO:0045893,GO:0045926,GO:0045935,GO:0045944,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048563,GO:0048569,GO:0048592,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048859,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051726,GO:0060255,GO:0060429,GO:0060562,GO:0060573,GO:0060581,GO:0061061,GO:0065007,GO:0071840,GO:0072359,GO:0080090,GO:0090596,GO:0120036,GO:0120039,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141"	-	-	-	-	-	-	-	-	-	-	Homeobox_KN
UPI0007D10E2A	7159.AAEL018261-PA	0	1253	"KOG4403@1|root,KOG4403@2759|Eukaryota,38CHQ@33154|Opisthokonta,3BBPY@33208|Metazoa,3CTF8@33213|Bilateria,41UYK@6656|Arthropoda,3SG8H@50557|Insecta,44ZJN@7147|Diptera,45E0E@7148|Nematocera"	33208|Metazoa	S	STIM1 Orai1-activating region	STIM2	"GO:0000003,GO:0002009,GO:0002020,GO:0002115,GO:0002165,GO:0003674,GO:0005215,GO:0005216,GO:0005217,GO:0005246,GO:0005261,GO:0005262,GO:0005488,GO:0005509,GO:0005513,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005887,GO:0005938,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006937,GO:0006940,GO:0007154,GO:0007165,GO:0007204,GO:0007275,GO:0007276,GO:0007292,GO:0007423,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008016,GO:0008017,GO:0008092,GO:0008150,GO:0008324,GO:0009593,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010035,GO:0010038,GO:0010959,GO:0012505,GO:0014902,GO:0015075,GO:0015085,GO:0015267,GO:0015276,GO:0015278,GO:0015279,GO:0015318,GO:0015631,GO:0016020,GO:0016021,GO:0016247,GO:0016528,GO:0016529,GO:0019722,GO:0019725,GO:0019899,GO:0019932,GO:0019953,GO:0022414,GO:0022416,GO:0022603,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0022898,GO:0023051,GO:0023052,GO:0030001,GO:0030003,GO:0030100,GO:0030154,GO:0030176,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0030728,GO:0031090,GO:0031214,GO:0031224,GO:0031226,GO:0031227,GO:0031984,GO:0032237,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032501,GO:0032502,GO:0032504,GO:0032541,GO:0032879,GO:0032991,GO:0033017,GO:0033267,GO:0034220,GO:0034505,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0035556,GO:0036477,GO:0042175,GO:0042221,GO:0042475,GO:0042476,GO:0042592,GO:0042692,GO:0042802,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0044057,GO:0044093,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044448,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0045765,GO:0045766,GO:0045807,GO:0045933,GO:0045987,GO:0046872,GO:0046873,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048763,GO:0048856,GO:0048869,GO:0048878,GO:0050764,GO:0050766,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050896,GO:0051010,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051146,GO:0051179,GO:0051209,GO:0051234,GO:0051239,GO:0051240,GO:0051282,GO:0051283,GO:0051480,GO:0051592,GO:0051606,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060099,GO:0060100,GO:0060401,GO:0060402,GO:0060429,GO:0060562,GO:0060627,GO:0061061,GO:0065007,GO:0065008,GO:0065009,GO:0070166,GO:0070588,GO:0070838,GO:0071782,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0090257,GO:0097186,GO:0097447,GO:0097458,GO:0097553,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098772,GO:0098827,GO:0099094,GO:0099106,GO:0099568,GO:0099604,GO:0120025,GO:0120038,GO:0150034,GO:1901019,GO:1901021,GO:1901074,GO:1901076,GO:1901339,GO:1901341,GO:1901342,GO:1903169,GO:1903522,GO:1903779,GO:1904018,GO:1904062,GO:1904064,GO:1904427,GO:1905153,GO:1905155,GO:2000026,GO:2000425,GO:2000427,GO:2001256,GO:2001257,GO:2001259"	-	"ko:K16059,ko:K18196"	"ko04020,ko04611,map04020,map04611"	-	-	-	"ko00000,ko00001,ko02000"	1.A.52.1.1	-	-	"SAM_2,SOAR"
tr|A0A182G2Y4|A0A182G2Y4_AEDAL	7159.AAEL010047-PA	3.72e-300	833	"COG4178@1|root,KOG0064@2759|Eukaryota,38B9E@33154|Opisthokonta,3BFDE@33208|Metazoa,3CWQW@33213|Bilateria,41TUF@6656|Arthropoda,3SFZH@50557|Insecta,44XFG@7147|Diptera,45E32@7148|Nematocera"	33208|Metazoa	Q	ABC transporter transmembrane region 2	ABCD2	"GO:0000038,GO:0000166,GO:0001676,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005324,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005779,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006635,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006996,GO:0007031,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009605,GO:0009607,GO:0009617,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010565,GO:0010876,GO:0015399,GO:0015405,GO:0015711,GO:0015718,GO:0015849,GO:0015908,GO:0015909,GO:0015910,GO:0015919,GO:0016020,GO:0016021,GO:0016042,GO:0016043,GO:0016054,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017144,GO:0019216,GO:0019217,GO:0019222,GO:0019395,GO:0019752,GO:0019899,GO:0022804,GO:0022857,GO:0030258,GO:0030554,GO:0031090,GO:0031224,GO:0031231,GO:0031300,GO:0031301,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031903,GO:0031998,GO:0032000,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033036,GO:0033540,GO:0033559,GO:0034440,GO:0035639,GO:0036094,GO:0036109,GO:0042579,GO:0042623,GO:0042626,GO:0042758,GO:0042760,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043492,GO:0043574,GO:0043651,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044425,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0045834,GO:0045923,GO:0046320,GO:0046321,GO:0046395,GO:0046907,GO:0046942,GO:0046983,GO:0048471,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0050994,GO:0050996,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0051707,GO:0055085,GO:0055114,GO:0062012,GO:0062013,GO:0065007,GO:0071702,GO:0071704,GO:0071840,GO:0072329,GO:0080090,GO:0097159,GO:0097367,GO:0098588,GO:0098805,GO:1901265,GO:1901363,GO:1901575"	-	"ko:K05675,ko:K05676"	"ko02010,ko04146,map02010,map04146"	-	-	-	"ko00000,ko00001,ko02000"	"3.A.1.203.3,3.A.1.203.7"	-	-	"ABC_membrane_2,ABC_tran"
UPI0007D56371	7159.AAEL005522-PA	2.66e-223	651	"COG5139@1|root,KOG1793@2759|Eukaryota,394VH@33154|Opisthokonta,3BC71@33208|Metazoa,3CSZM@33213|Bilateria,41TUS@6656|Arthropoda,3SGG7@50557|Insecta,451C4@7147|Diptera,45CC0@7148|Nematocera"	33208|Metazoa	K	TFIIS helical bundle-like domain	IWS1	"GO:0000414,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006366,GO:0006368,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010793,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031056,GO:0031060,GO:0031323,GO:0031326,GO:0031399,GO:0031974,GO:0031981,GO:0032239,GO:0032268,GO:0032386,GO:0032774,GO:0032784,GO:0032879,GO:0032880,GO:0033043,GO:0033044,GO:0033157,GO:0034641,GO:0034645,GO:0034654,GO:0035065,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0046822,GO:0046825,GO:0046831,GO:0050684,GO:0050789,GO:0050794,GO:0051049,GO:0051128,GO:0051171,GO:0051223,GO:0051246,GO:0051252,GO:0060255,GO:0060341,GO:0065007,GO:0070013,GO:0070201,GO:0071704,GO:0080090,GO:0090087,GO:0090239,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1901983,GO:1902275,GO:1903311,GO:1903506,GO:1903827,GO:2000112,GO:2000197,GO:2000756,GO:2001141,GO:2001253"	-	ko:K17498	-	-	-	-	"ko00000,ko03021"	-	-	-	Med26
tr|A0A182GIH4|A0A182GIH4_AEDAL	7159.AAEL013290-PA	1.44e-119	342	"2AE7V@1|root,2RYVA@2759|Eukaryota,3A2YD@33154|Opisthokonta,3BQXR@33208|Metazoa,3E4XI@33213|Bilateria,41ZDC@6656|Arthropoda,3SMH0@50557|Insecta,458P5@7147|Diptera,45ERV@7148|Nematocera"	33208|Metazoa	S	TMEM192 family	TMEM192	-	-	-	-	-	-	-	-	-	-	-	TMEM192
UPI0007D382DA	400682.PAC_15712907	4.17e-44	153	"COG2801@1|root,KOG0017@2759|Eukaryota,3A5XY@33154|Opisthokonta,3C0JZ@33208|Metazoa"	33154|Opisthokonta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A182GUI2|A0A182GUI2_AEDAL	7159.AAEL012973-PA	1.33e-156	439	"COG0035@1|root,KOG1017@2759|Eukaryota,39M8U@33154|Opisthokonta,3BA96@33208|Metazoa,3CSEQ@33213|Bilateria,41UFE@6656|Arthropoda,3SJD8@50557|Insecta,451HR@7147|Diptera,45BMM@7148|Nematocera"	33208|Metazoa	F	Uracil phosphoribosyltransferase	UPRT	"GO:0003674,GO:0003824,GO:0004845,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016757,GO:0016763,GO:0016772,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043097,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	2.4.2.9	"ko:K00761,ko:K02881"	"ko00240,ko01100,ko03010,map00240,map01100,map03010"	"M00178,M00179"	R00966	RC00063	"br01610,ko00000,ko00001,ko00002,ko01000,ko03011"	-	-	-	UPRTase
tr|A0A182G158|A0A182G158_AEDAL	7213.XP_004520233.1	4.38e-267	817	"2CMP4@1|root,2QR56@2759|Eukaryota,39VQX@33154|Opisthokonta,3BR69@33208|Metazoa,3D755@33213|Bilateria,4230R@6656|Arthropoda,3T012@50557|Insecta"	33208|Metazoa	S	Pao retrotransposon peptidase	-	-	-	-	-	-	-	-	-	-	-	-	"DUF1759,Peptidase_A17,rve"
tr|A0A182G3H4|A0A182G3H4_AEDAL	15368.BRADI3G54374.1	5.28e-51	179	"COG2801@1|root,KOG0017@2759|Eukaryota,37V5Q@33090|Viridiplantae,3GFFK@35493|Streptophyta,3M7B5@4447|Liliopsida,3IKJW@38820|Poales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4219,RVT_2,Retrotran_gag_2,Retrotran_gag_3,gag_pre-integrs,rve,zf-CCHC"
tr|A0A182HEI5|A0A182HEI5_AEDAL	10224.XP_002740782.1	1.81e-64	225	"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria"	33208|Metazoa	E	K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"Asp_protease_2,RVT_1,rve,zf-CCHC"
tr|A0A023EDY3|A0A023EDY3_AEDAL	7159.AAEL013207-PA	1.83e-49	157	"2EXNG@1|root,2SZA4@2759|Eukaryota,3AVMV@33154|Opisthokonta,3C43N@33208|Metazoa,3DKR9@33213|Bilateria,423VQ@6656|Arthropoda,3SPIA@50557|Insecta,454ET@7147|Diptera,45JAR@7148|Nematocera"	33208|Metazoa	-	-	-	"GO:0000003,GO:0000212,GO:0000226,GO:0000910,GO:0000916,GO:0002178,GO:0003674,GO:0003824,GO:0004758,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006629,GO:0006643,GO:0006665,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007110,GO:0007111,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016408,GO:0016409,GO:0016454,GO:0016740,GO:0016746,GO:0016747,GO:0017059,GO:0022402,GO:0022414,GO:0030029,GO:0030036,GO:0030148,GO:0030865,GO:0030866,GO:0031032,GO:0031211,GO:0031984,GO:0032506,GO:0032991,GO:0033206,GO:0036213,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044837,GO:0046467,GO:0051301,GO:0051321,GO:0061640,GO:0061982,GO:0061983,GO:0071704,GO:0071840,GO:0098796,GO:0098827,GO:1901564,GO:1901566,GO:1901576,GO:1902494,GO:1903046,GO:1905961,GO:1990234"	-	-	-	-	-	-	-	-	-	-	SPT_ssu-like
tr|A0A182GNU8|A0A182GNU8_AEDAL	7159.AAEL006450-PA	1.83e-159	447	"COG5080@1|root,KOG2946@2759|Eukaryota,38DNV@33154|Opisthokonta,3BGE3@33208|Metazoa,3D0Y3@33213|Bilateria,41WPJ@6656|Arthropoda,3SH59@50557|Insecta,450A9@7147|Diptera,45CCG@7148|Nematocera"	33208|Metazoa	U	Yip1 domain	YIPF6	"GO:0000138,GO:0002064,GO:0002065,GO:0002066,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005795,GO:0005797,GO:0005798,GO:0005801,GO:0005802,GO:0007275,GO:0008150,GO:0009888,GO:0009987,GO:0012505,GO:0030134,GO:0030135,GO:0030154,GO:0030855,GO:0031410,GO:0031982,GO:0031984,GO:0031985,GO:0032501,GO:0032502,GO:0035295,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048468,GO:0048565,GO:0048731,GO:0048856,GO:0048869,GO:0055123,GO:0060429,GO:0060575,GO:0060576,GO:0097708,GO:0098791"	-	-	-	-	-	-	-	-	-	-	Yip1
UPI0007D6C80B	7165.AGAP002334-PA	0	988	"COG0464@1|root,KOG0740@2759|Eukaryota,38D9T@33154|Opisthokonta,3BCFM@33208|Metazoa,3CXKZ@33213|Bilateria,41UWM@6656|Arthropoda,3SICM@50557|Insecta,451R0@7147|Diptera,45GUX@7148|Nematocera"	33208|Metazoa	O	Belongs to the AAA ATPase family	SPAST	"GO:0000003,GO:0000070,GO:0000166,GO:0000226,GO:0000278,GO:0000280,GO:0000281,GO:0000819,GO:0000902,GO:0000904,GO:0000910,GO:0001558,GO:0001578,GO:0002119,GO:0002164,GO:0002376,GO:0002520,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005694,GO:0005737,GO:0005783,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0006810,GO:0006888,GO:0006928,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007018,GO:0007019,GO:0007032,GO:0007049,GO:0007051,GO:0007052,GO:0007059,GO:0007154,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007399,GO:0007409,GO:0007417,GO:0007610,GO:0007626,GO:0008017,GO:0008088,GO:0008089,GO:0008092,GO:0008144,GO:0008150,GO:0008152,GO:0008361,GO:0008568,GO:0008582,GO:0009653,GO:0009790,GO:0009791,GO:0009893,GO:0009987,GO:0010256,GO:0010458,GO:0010564,GO:0010638,GO:0010646,GO:0010647,GO:0010648,GO:0010720,GO:0010769,GO:0010770,GO:0010941,GO:0010970,GO:0010975,GO:0010976,GO:0012505,GO:0015630,GO:0015631,GO:0016020,GO:0016043,GO:0016049,GO:0016050,GO:0016192,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019216,GO:0019222,GO:0019226,GO:0019896,GO:0019953,GO:0021953,GO:0021954,GO:0021955,GO:0022008,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030030,GO:0030097,GO:0030154,GO:0030182,GO:0030307,GO:0030424,GO:0030496,GO:0030516,GO:0030554,GO:0030705,GO:0031090,GO:0031109,GO:0031110,GO:0031112,GO:0031114,GO:0031117,GO:0031122,GO:0031175,GO:0031344,GO:0031346,GO:0031410,GO:0031468,GO:0031594,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0031984,GO:0032101,GO:0032103,GO:0032465,GO:0032467,GO:0032501,GO:0032502,GO:0032504,GO:0032506,GO:0032535,GO:0032553,GO:0032555,GO:0032559,GO:0032886,GO:0032984,GO:0032989,GO:0032990,GO:0033043,GO:0033267,GO:0034214,GO:0034643,GO:0035099,GO:0035162,GO:0035637,GO:0035639,GO:0036094,GO:0040007,GO:0040008,GO:0040011,GO:0040025,GO:0042623,GO:0042802,GO:0042981,GO:0042995,GO:0043005,GO:0043014,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043168,GO:0043195,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043243,GO:0043244,GO:0043624,GO:0043679,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044306,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044432,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044703,GO:0044770,GO:0044772,GO:0044877,GO:0045202,GO:0045595,GO:0045597,GO:0045664,GO:0045666,GO:0045773,GO:0045787,GO:0045834,GO:0045886,GO:0045887,GO:0045926,GO:0045927,GO:0046907,GO:0047497,GO:0048167,GO:0048193,GO:0048285,GO:0048468,GO:0048471,GO:0048477,GO:0048487,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048568,GO:0048569,GO:0048583,GO:0048584,GO:0048588,GO:0048589,GO:0048609,GO:0048638,GO:0048639,GO:0048640,GO:0048666,GO:0048667,GO:0048675,GO:0048679,GO:0048680,GO:0048686,GO:0048687,GO:0048690,GO:0048691,GO:0048699,GO:0048731,GO:0048812,GO:0048814,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050767,GO:0050769,GO:0050770,GO:0050772,GO:0050773,GO:0050775,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050805,GO:0050806,GO:0050807,GO:0050877,GO:0051013,GO:0051093,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051179,GO:0051228,GO:0051230,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051259,GO:0051260,GO:0051261,GO:0051276,GO:0051301,GO:0051302,GO:0051493,GO:0051495,GO:0051640,GO:0051641,GO:0051646,GO:0051647,GO:0051649,GO:0051654,GO:0051656,GO:0051674,GO:0051704,GO:0051726,GO:0051781,GO:0051960,GO:0051961,GO:0051962,GO:0051963,GO:0051964,GO:0051965,GO:0060284,GO:0060548,GO:0060560,GO:0061024,GO:0061387,GO:0061564,GO:0061640,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0070507,GO:0070570,GO:0070572,GO:0071782,GO:0071840,GO:0072384,GO:0072593,GO:0080090,GO:0080134,GO:0080135,GO:0090066,GO:0090068,GO:0090148,GO:0097159,GO:0097367,GO:0097435,GO:0097458,GO:0097708,GO:0098793,GO:0098813,GO:0098827,GO:0098930,GO:0099111,GO:0099174,GO:0099177,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0140014,GO:0140096,GO:0150034,GO:1900006,GO:1900073,GO:1900074,GO:1900075,GO:1901265,GO:1901363,GO:1901879,GO:1901881,GO:1902850,GO:1902903,GO:1902905,GO:1903008,GO:1903034,GO:1903036,GO:1903047,GO:1904396,GO:1904397,GO:1904398,GO:1905809,GO:1990138,GO:2000026,GO:2000331"	3.6.4.3	ko:K13254	-	-	-	-	"ko00000,ko01000"	-	-	-	"AAA,Vps4_C"
