"mRNA","uniprot_id","gene_name","microRNA","energy","targetStart","targetEnd","score"
"ENST00000302000","Q9Y3Y4","PYGO1","hsa-let-7b-3p",-14.72,6956,6990,0.999963454372023
"ENST00000563719","Q9Y3Y4","PYGO1","hsa-let-7b-3p",-14.72,6956,6990,0.999963454372023
"ENST00000367463","Q9Y2C2","UST","hsa-miR-548ba",-10.41,2548,2574,0.999962893765762
"ENST00000358763","O14994","SYN3","hsa-let-7b-3p",-19.1,5793,5854,0.999962649425356
"ENST00000294383","Q9UPU5","USP24","hsa-let-7b-3p",-12.2,2516,2558,0.999962338072798
"ENST00000382496","Q13591","SEMA5A","hsa-let-7b-3p",-11.62,7728,7762,0.999962338072798
"ENST00000395862","P21283","ATP6V1C1","hsa-let-7b-3p",-14.61,4205,4257,0.999962338072798
"ENST00000469078","F8WDJ7","ZNF90","hsa-let-7b-3p",-15.06,1336,1380,0.999962338072798
"ENST00000518738","P21283","ATP6V1C1","hsa-let-7b-3p",-14.61,4205,4257,0.999962338072798
"ENST00000519973","Q9NYZ2","SLC25A37","hsa-let-7b-5p",-15.86,3451,3486,0.999962338072798
"ENST00000603223","S4R302","GFOD1","hsa-let-7b-3p",-11,1139,1155,0.999962338072798
"ENST00000614677","Q5JU67","CFAP157","hsa-let-7b-3p",-13.92,455,492,0.999962338072798
"ENST00000373191","Q9H9G7","AGO3","hsa-miR-548ba",-9.75,3364,3403,0.999962280465565
"ENST00000537178","P30622","CLIP1","hsa-miR-548ba",-9.7,772,783,0.999962273795874
"ENST00000564288","H3BPE1","MACF1","hsa-miR-548ba",-9.4,1216,1230,0.999962273795874
"ENST00000567887","H3BQK9","MACF1","hsa-miR-548ba",-9.4,1216,1230,0.999962273795874
"ENST00000368799","P20930","FLG","hsa-let-7b-3p",-13.4,141,166,0.999962262016913
"ENST00000580900","Q13126","MTAP","hsa-let-7b-5p",-13.5,2609,2629,0.999962262016913
"ENST00000308580","Q9NYL9","TMOD3","hsa-let-7b-3p",-11.3,2534,2549,0.999962077569434
"ENST00000325602","Q9BPV8","P2RY13","hsa-miR-548ba",-9.2,1073,1092,0.999962077569434
"ENST00000513000","O15327","INPP4B","hsa-miR-548ba",-11.5,1674,1693,0.999962077569434
"ENST00000257659","A4D1E9","GTPBP10","hsa-miR-548ba",-12.86,494,532,0.999961966037493
"ENST00000326402","Q6YBV0","SLC36A4","hsa-miR-548ba",-9.84,1087,1108,0.999961966037493
"ENST00000327668","P51523","ZNF84","hsa-miR-548ba",-9.24,2964,3003,0.999961966037493
"ENST00000340434","Q7Z6K3","PTAR1","hsa-miR-548ba",-9.85,3111,3154,0.999961966037493
"ENST00000377200","X6R9N0","PTAR1","hsa-miR-548ba",-9.85,3111,3154,0.999961966037493
"ENST00000380058","A4D1E9","GTPBP10","hsa-miR-548ba",-12.86,1162,1200,0.999961966037493
"ENST00000392319","P51523","ZNF84","hsa-miR-548ba",-9.24,2964,3003,0.999961966037493
"ENST00000523111","Q15819","UBE2V2","hsa-miR-548ba",-10.4,2036,2076,0.999961966037493
"ENST00000539354","P51523","ZNF84","hsa-miR-548ba",-9.24,2964,3003,0.999961966037493
"ENST00000648577",NA,NA,"hsa-miR-548ba",-10.85,733,782,0.999961966037493
"ENST00000261292","Q9Y5X9","LIPG","hsa-let-7b-3p",-12.57,1947,1984,0.999961787717993
"ENST00000292928","Q96SR6","ZNF382","hsa-miR-548ba",-10.4,538,554,0.999961775362953
"ENST00000226230","Q5BJF2","TMEM97","hsa-miR-548ba",-9.1,1811,1832,0.999961513972331
"ENST00000397224","Q8IWF2","FOXRED2","hsa-miR-548ba",-11,2779,2808,0.999961513972331
"ENST00000515801","D6RHV6","UGT3A1","hsa-miR-548ba",-8.3,4376,4404,0.999961513972331
"ENST00000328550","Q7Z3V5","ZNF571","hsa-miR-548ba",-12.41,2067,2112,0.999960885154693
"ENST00000309737","Q7Z5B4","RIC3","hsa-miR-548ba",-10.39,3499,3543,0.999960707573847
"ENST00000335425","Q7Z5B4","RIC3","hsa-miR-548ba",-10.39,3499,3543,0.999960707573847
"ENST00000260227","P09237","MMP7","hsa-let-7b-3p",-13.85,7,45,0.999960580427986
"ENST00000266659","P48060","GLIPR1","hsa-let-7b-5p",-11.25,823,866,0.999960580427986
"ENST00000331462","Q9GZZ0","HOXD1","hsa-let-7b-5p",-15.11,487,531,0.999960580427986
"ENST00000332958","Q8HWS3","RFX6","hsa-let-7b-5p",-12.01,409,454,0.999960580427986
"ENST00000356454","Q53LP3","SOWAHC","hsa-let-7b-3p",-10.93,1239,1284,0.999960580427986
"ENST00000360270","P26038","MSN","hsa-let-7b-5p",-13.19,552,573,0.999960580427986
"ENST00000360845","Q9NVN8","GNL3L","hsa-let-7b-3p",-12.15,4626,4680,0.999960580427986
"ENST00000361421","O94900","TOX","hsa-let-7b-3p",-11.85,679,744,0.999960580427986
"ENST00000466830","Q7Z7K0","CMC1","hsa-miR-548ba",-12.2,74,97,0.99996026503409
"ENST00000511480","D6RC09","N4BP2","hsa-miR-548ba",-10.51,388,440,0.99996026503409
"ENST00000274255","Q13309","SKP2","hsa-miR-548ba",-11.55,2166,2203,0.999959955557681
"ENST00000290855","Q9UHP7","CLEC2D","hsa-let-7b-3p",-21,3543,3587,0.999959543567185
"ENST00000310528","Q9Y2Z0","SUGT1","hsa-let-7b-3p",-15.6,10935,10975,0.999959543567185
"ENST00000340635","Q08499","PDE4D","hsa-let-7b-3p",-12.5,4427,4457,0.999959543567185
"ENST00000379510","Q8WXI2","CNKSR2","hsa-let-7b-3p",-11.6,1710,1748,0.999959543567185
"ENST00000379550","Q15723","ELF2","hsa-let-7b-3p",-12.15,990,1033,0.999959543567185
"ENST00000393923","Q86SQ0","PHLDB2","hsa-let-7b-3p",-16.6,1328,1368,0.999959543567185
"ENST00000393925","Q86SQ0","PHLDB2","hsa-let-7b-3p",-16.6,1328,1368,0.999959543567185
"ENST00000425654","Q8WXI2","CNKSR2","hsa-let-7b-3p",-11.6,1710,1748,0.999959543567185
"ENST00000481953","Q86SQ0","PHLDB2","hsa-let-7b-3p",-16.6,1328,1368,0.999959543567185
"ENST00000543879","H0YH15","AQR","hsa-let-7b-3p",-11.7,2841,2859,0.999959543567185
"ENST00000546160","A0A087WSZ7","PDE4D","hsa-let-7b-3p",-12.5,4427,4457,0.999959543567185
"ENST00000650952",NA,NA,"hsa-let-7b-3p",-13.52,225,266,0.999959543567185
"ENST00000683796",NA,NA,"hsa-let-7b-3p",-11.46,3965,4011,0.999959543567185
"ENST00000262032","Q9H2S9","IKZF4","hsa-let-7b-3p",-11.81,2672,2718,0.999959330507914
"ENST00000431367","Q9H2S9","IKZF4","hsa-let-7b-3p",-11.81,2672,2718,0.999959330507914
"ENST00000547167","Q9H2S9","IKZF4","hsa-let-7b-3p",-11.81,2672,2718,0.999959330507914
"ENST00000322340","Q8TBZ3","WDR20","hsa-miR-548ba",-13,2274,2315,0.999959294567023
"ENST00000403625","J3QT34","MAST4","hsa-miR-548ba",-8,242,250,0.999959085535245
"ENST00000331243","Q96KN4","FAM84A","hsa-miR-548ba",-13.8,2151,2196,0.999959026100249
"ENST00000515506","H0Y9C1","CNOT6L","hsa-miR-548ba",-10.15,2269,2312,0.999959026100249
"ENST00000378735","J3KPF9","KIF3A","hsa-miR-548ba",-12.15,900,948,0.999958684545078
"ENST00000552142","G3V1Z7","ELK3","hsa-miR-548ba",-13.65,518,566,0.999958684545078
"ENST00000575728","O95255","ABCC6","hsa-miR-548ba",-11.81,301,346,0.999958684545078
"ENST00000600761","O95255","ABCC6","hsa-miR-548ba",-11.81,301,346,0.999958684545078
"ENST00000618515","A0A087X011","KIF3A","hsa-miR-548ba",-12.15,900,948,0.999958684545078
"ENST00000263461","Q9BZH6","WDR11","hsa-miR-548ba",-11,485,508,0.999958469650536
"ENST00000272748","Q9C0E8","LNPK","hsa-let-7b-3p",-10.71,3763,3790,0.999958469650536
"ENST00000312849","Q8N8F7","LSMEM1","hsa-let-7b-3p",-11.5,699,739,0.999958469650536
"ENST00000327040","Q9NYI0","PSD3","hsa-let-7b-5p",-12.95,5412,5470,0.999958469650536
"ENST00000342983","Q9Y3L5","RAP2C","hsa-let-7b-3p",-11.32,838,871,0.999958469650536
"ENST00000355780","F8VPI7","STAU2","hsa-miR-548ba",-9.6,1309,1328,0.999958469650536
"ENST00000370874","Q9Y3L5","RAP2C","hsa-let-7b-3p",-11.32,838,871,0.999958469650536
"ENST00000415083","Q15532","SS18","hsa-miR-548ba",-10.51,842,878,0.999958469650536
"ENST00000440756","Q9NYI0","PSD3","hsa-let-7b-5p",-12.95,5412,5470,0.999958469650536
"ENST00000485960","Q8TC07","TBC1D15","hsa-let-7b-3p",-15.85,566,612,0.999958469650536
"ENST00000519961","E7EVJ4","STAU2","hsa-miR-548ba",-9.6,1309,1328,0.999958469650536
"ENST00000521727","E7EPX0","STAU2","hsa-miR-548ba",-9.6,1309,1328,0.999958469650536
"ENST00000540074","F5H3U9","MAGOHB","hsa-let-7b-3p",-11.75,113,147,0.999958469650536
"ENST00000544803","Q9C0E8","LNPK","hsa-let-7b-3p",-10.71,3763,3790,0.999958469650536
"ENST00000550746","Q8TC07","TBC1D15","hsa-let-7b-3p",-15.85,566,612,0.999958469650536
"ENST00000620021","A0A087WVR2","TMCO3","hsa-let-7b-3p",-13.19,1395,1422,0.999958469650536
"ENST00000620646","A0A087X2C3","RAP2C","hsa-let-7b-3p",-11.32,838,871,0.999958469650536
"ENST00000641693",NA,NA,"hsa-let-7b-3p",-11.65,4223,4278,0.999958469650536
"ENST00000645588",NA,NA,"hsa-let-7b-3p",-11.65,4223,4278,0.999958469650536
"ENST00000672817",NA,NA,"hsa-let-7b-3p",-10.23,121,162,0.999958469650536
"ENST00000538350","G3V1N6","ABCC9","hsa-miR-548ba",-16.88,125,173,0.999958138693502
"ENST00000261441","Q5VWQ0","RSBN1","hsa-miR-548ba",-11.77,310,347,0.999957934093791
"ENST00000304743","Q96RV3","PCNX1","hsa-miR-548ba",-12.73,380,413,0.999957934093791
"ENST00000612242","Q5VWQ0","RSBN1","hsa-miR-548ba",-11.77,310,347,0.999957934093791
"ENST00000370832","Q9BXU7","USP26","hsa-miR-548ba",-11.01,764,814,0.999957114939258
"ENST00000394919","Q8N9N2","ASCC1","hsa-miR-548ba",-9.4,1152,1165,0.999956734800787
"ENST00000432775","Q9C0I3","CCSER1","hsa-miR-548ba",-9.2,1337,1350,0.999956734800787
"ENST00000672957",NA,NA,"hsa-miR-548ba",-9.4,1152,1165,0.999956734800787
"ENST00000310604","Q8WVC6","DCAKD","hsa-miR-548ba",-9.4,911,922,0.999956650040469
"ENST00000342350","Q8WVC6","DCAKD","hsa-miR-548ba",-9.4,911,922,0.999956650040469
"ENST00000452796","Q8WVC6","DCAKD","hsa-miR-548ba",-9.4,911,922,0.999956650040469
"ENST00000541875","F5H5T2","ALG10","hsa-miR-548ba",-11.3,986,1004,0.999956650040469
"ENST00000614054","Q8WVC6","DCAKD","hsa-miR-548ba",-9.4,911,922,0.999956650040469
"ENST00000651974",NA,NA,"hsa-miR-548ba",-9.4,911,922,0.999956650040469
"ENST00000270460","Q9Y6I3","EPN1","hsa-let-7b-5p",-17.73,13730,13769,0.999956597413738
"ENST00000298090","Q7Z309","FAM122B","hsa-let-7b-3p",-11.2,1640,1670,0.999956597413738
"ENST00000336066","V9GYZ0","PANK2","hsa-let-7b-3p",-15.2,1234,1252,0.999956597413738
"ENST00000343004","G1UD79","FAM122B","hsa-let-7b-3p",-11.2,2494,2524,0.999956597413738
"ENST00000354179","Q96L73","NSD1","hsa-let-7b-3p",-13.88,4657,4710,0.999956597413738
"ENST00000370790","Q7Z309","FAM122B","hsa-let-7b-3p",-11.2,2494,2524,0.999956597413738
"ENST00000404473","H7BYZ2","ACSM6","hsa-let-7b-5p",-16.82,1004,1054,0.999956597413738
"ENST00000439151","Q96L73","NSD1","hsa-let-7b-3p",-13.88,4657,4710,0.999956597413738
"ENST00000489442","Q9NRJ3","CCL28","hsa-let-7b-5p",-17.24,816,858,0.999956597413738
"ENST00000633485","A0A0J9YXZ5","IQGAP1","hsa-let-7b-3p",-11.5,2093,2112,0.999956597413738
"ENST00000636345",NA,"NRXN1","hsa-let-7b-3p",-11.5,2908,2947,0.999956597413738
"ENST00000638751",NA,NA,"hsa-let-7b-3p",-15.19,4521,4570,0.999956597413738
"ENST00000640969",NA,NA,"hsa-let-7b-3p",-15.19,1853,1902,0.999956597413738
"ENST00000644092",NA,NA,"hsa-let-7b-5p",-14.7,3515,3533,0.999956597413738
"ENST00000351578","O15117","FYB","hsa-let-7b-3p",-13.3,550,572,0.999956509765459
"ENST00000512982","O15117","FYB","hsa-let-7b-3p",-13.3,550,572,0.999956509765459
"ENST00000554684","Q6IN85","PPP4R3A","hsa-let-7b-3p",-12.6,408,424,0.999956509765459
"ENST00000554943","Q6IN85","PPP4R3A","hsa-let-7b-3p",-12.6,408,424,0.999956509765459
"ENST00000555462","Q6IN85","PPP4R3A","hsa-let-7b-3p",-12.6,408,424,0.999956509765459
"ENST00000646045",NA,NA,"hsa-let-7b-3p",-13.3,550,572,0.999956509765459
"ENST00000309964","O15516","CLOCK","hsa-let-7b-5p",-14.25,7340,7383,0.999956274359373
"ENST00000357992","P28324","ELK4","hsa-let-7b-3p",-11.51,8227,8271,0.999956274359373
"ENST00000513440","O15516","CLOCK","hsa-let-7b-5p",-14.25,7340,7383,0.999956274359373
"ENST00000190611","Q9BZF3","OSBPL6","hsa-miR-548ba",-10.33,3350,3387,0.999956168673045
"ENST00000299240","Q96AE7","TTC17","hsa-miR-548ba",-8.8,408,433,0.999956168673045
"ENST00000342193","Q53SF7","COBLL1","hsa-miR-548ba",-9.9,175,203,0.999956168673045
"ENST00000359332","Q8N7A1","KLHDC1","hsa-miR-548ba",-10.55,726,776,0.999956168673045
"ENST00000368847","Q5TF39","MFSD4B","hsa-miR-548ba",-11.3,1864,1882,0.999956168673045
"ENST00000373935","Q8NFU5","IPMK","hsa-miR-548ba",-10.86,1447,1486,0.999956168673045
"ENST00000409184","A0A0X1KG75","COBLL1","hsa-miR-548ba",-9.9,175,203,0.999956168673045
"ENST00000575100",NA,"VPS53","hsa-miR-548ba",-9,1632,1660,0.999956168673045
"ENST00000641002",NA,NA,"hsa-miR-548ba",-9.2,3385,3408,0.999956168673045
"ENST00000672554",NA,NA,"hsa-miR-548ba",-11.3,725,743,0.999956168673045
"ENST00000674680",NA,NA,"hsa-miR-548ba",-9.1,597,621,0.999956168673045
"ENST00000303230","O60741","HCN1","hsa-miR-548ba",-11.29,6862,6908,0.999955647704459
"ENST00000319836","Q5T0T0","MARCH8","hsa-miR-548ba",-12.34,3467,3498,0.999955647704459
"ENST00000453424","Q5T0T0","MARCH8","hsa-miR-548ba",-12.34,3467,3498,0.999955647704459
"ENST00000564206",NA,"RP6-24A23.7","hsa-miR-548ba",-11.96,12236,12269,0.999955647704459
"ENST00000608034","A0A096LPB8","LINC00493","hsa-miR-548ba",-12.2,390,411,0.999955647704459
"ENST00000673735",NA,NA,"hsa-miR-548ba",-11.29,7760,7806,0.999955647704459
"ENST00000339284","Q5SQS7","SH2D4B","hsa-miR-548ba",-10.6,2330,2361,0.999954923043039
"ENST00000392370","Q16602","CALCRL","hsa-miR-548ba",-12.1,4171,4192,0.999954923043039
"ENST00000646907",NA,NA,"hsa-miR-548ba",-10.6,2326,2357,0.999954923043039
"ENST00000261296","O95455","TGDS","hsa-let-7b-5p",-14.21,2,52,0.999954652250339
"ENST00000261435","Q86UW6","N4BP2","hsa-let-7b-3p",-11.65,530,571,0.999954652250339
"ENST00000608166",NA,"RP11-101E13.5","hsa-let-7b-3p",-11.3,603,641,0.999954652250339
"ENST00000676791",NA,NA,"hsa-let-7b-3p",-10.25,82,118,0.999954652250339
"ENST00000264258","P62899","RPL31","hsa-miR-548ba",-12.4,2,40,0.999954208404386
"ENST00000261443","O75534","CSDE1","hsa-let-7b-3p",-13.81,476,522,0.999953830824478
"ENST00000270001","Q9HCL3","ZFP14","hsa-let-7b-3p",-10.53,1342,1363,0.999953830824478
"ENST00000369530","O75534","CSDE1","hsa-let-7b-3p",-13.81,476,522,0.999953830824478
"ENST00000379719","O95373","IPO7","hsa-let-7b-3p",-12.91,1806,1853,0.999953830824478
"ENST00000530886","E9PLT0","CSDE1","hsa-let-7b-3p",-13.81,476,522,0.999953830824478
"ENST00000263630","Q3V6T2","CCDC88A","hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000336838","Q3V6T2","CCDC88A","hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000413716","Q3V6T2","CCDC88A","hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000436346","Q3V6T2","CCDC88A","hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000642563",NA,NA,"hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000643413",NA,NA,"hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000644512",NA,NA,"hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000647401",NA,NA,"hsa-let-7b-3p",-12.95,2565,2602,0.999953268024087
"ENST00000334841","F8WAC1","CMC1","hsa-miR-548ba",-12.2,340,363,0.999952618597944
"ENST00000341533","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,3119,3141,0.999952618597944
"ENST00000417955","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,3420,3442,0.999952618597944
"ENST00000422589","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,1286,1308,0.999952618597944
"ENST00000423947","Q4KMQ2","ANO6","hsa-miR-548ba",-10.63,2081,2116,0.999952618597944
"ENST00000465647","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,3420,3442,0.999952618597944
"ENST00000611100","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,3119,3141,0.999952618597944
"ENST00000622712","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,3420,3442,0.999952618597944
"ENST00000632703","Q6IQ20","NAPEPLD","hsa-miR-548ba",-9.44,1286,1308,0.999952618597944
"ENST00000641002",NA,NA,"hsa-miR-548ba",-9.3,4747,4766,0.999952618597944
"ENST00000674756",NA,NA,"hsa-miR-548ba",-11.91,3488,3538,0.999952618597944
"ENST00000675560",NA,NA,"hsa-miR-548ba",-11.91,3477,3527,0.999952618597944
"ENST00000359039","Q9P2J3","KLHL9","hsa-miR-548ba",-11.01,2702,2753,0.999952525774007
"ENST00000393443","Q9NRC1","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000393444","G3XAH9","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000393446","E9PCV1","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000393447","B7Z4L1","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000393449","E7EPD9","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000393451","Q9NRC1","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000422922","E7EPW5","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000432298","B7Z4U3","ST7","hsa-miR-548ba",-11.25,161,200,0.999952525774007
"ENST00000451604","P35711","SOX5","hsa-miR-548ba",-10.74,3777,3819,0.999952525774007
"ENST00000662930",NA,NA,"hsa-miR-548ba",-10.9,2457,2493,0.999952525774007
"ENST00000674477",NA,NA,"hsa-miR-548ba",-9.32,390,435,0.999952525774007
"ENST00000262764","Q32NB8","PGS1","hsa-miR-548ba",-10.2,500,518,0.999952387019711
"ENST00000264170","Q16719","KYNU","hsa-miR-548ba",-10,12868,12900,0.999952387019711
"ENST00000677041",NA,NA,"hsa-miR-548ba",-11.2,3851,3872,0.999952387019711
"ENST00000229794","Q16539","MAPK14","hsa-let-7b-3p",-13,1440,1512,0.999952372154025
"ENST00000229795","Q16539","MAPK14","hsa-let-7b-3p",-13,1440,1512,0.999952372154025
"ENST00000244333","O95274","LYPD3","hsa-let-7b-3p",-13.01,154,183,0.999952372154025
"ENST00000261263","Q9UL25","RAB21","hsa-let-7b-3p",-13.75,3197,3244,0.999952372154025
"ENST00000261601","P54578","USP14","hsa-let-7b-3p",-13.12,1784,1850,0.999952372154025
"ENST00000274368","P24387","CRHBP","hsa-let-7b-3p",-12.94,341,411,0.999952372154025
"ENST00000326793","Q15057","ACAP2","hsa-let-7b-3p",-11.71,3316,3365,0.999952372154025
"ENST00000342743","Q68D42","TMEM215","hsa-let-7b-3p",-12.74,1400,1441,0.999952372154025
"ENST00000359933","Q96BY7","ATG2B","hsa-let-7b-3p",-12.6,1202,1220,0.999952372154025
"ENST00000370041","Q6NUK1","SLC25A24","hsa-let-7b-5p",-14.3,1336,1362,0.999952372154025
"ENST00000379019","Q9NPB8","GPCPD1","hsa-let-7b-3p",-14.5,870,911,0.999952372154025
"ENST00000393743","Q8IY21","DDX60","hsa-let-7b-3p",-12.65,257,301,0.999952372154025
"ENST00000406971","C4AM88","NT5C1B","hsa-let-7b-3p",-12.53,397,423,0.999952372154025
"ENST00000409226","Q7L1Q6","BZW1","hsa-let-7b-5p",-15.76,225,257,0.999952372154025
"ENST00000424789","Q9HCD6","TANC2","hsa-let-7b-3p",-11.91,2868,2924,0.999952372154025
"ENST00000445193","O95059","RPP14","hsa-let-7b-5p",-13.74,2073,2106,0.999952372154025
"ENST00000461393","P86397","RP11-80H18.3","hsa-let-7b-5p",-13.74,1449,1482,0.999952372154025
"ENST00000504771","O95379","TNFAIP8","hsa-let-7b-5p",-15.27,4183,4225,0.999952372154025
"ENST00000525842","Q8NCP5","ZBTB44","hsa-let-7b-3p",-10.59,3013,3055,0.999952372154025
"ENST00000527478","H0YEM9","ZBTB44","hsa-let-7b-3p",-10.59,2741,2783,0.999952372154025
"ENST00000530205","Q8NCP5","ZBTB44","hsa-let-7b-3p",-10.59,467,509,0.999952372154025
"ENST00000565488","Q6NUK1","SLC25A24","hsa-let-7b-5p",-14.3,1336,1362,0.999952372154025
"ENST00000568378","H3BMR9","KARS","hsa-let-7b-3p",-10.31,6,61,0.999952372154025
"ENST00000639032",NA,NA,"hsa-let-7b-5p",-14.3,1336,1362,0.999952372154025
"ENST00000640416",NA,NA,"hsa-let-7b-5p",-14.3,1336,1362,0.999952372154025
"ENST00000680804",NA,NA,"hsa-let-7b-3p",-13.7,354,391,0.999952372154025
"ENST00000204726","Q08378","GOLGA3","hsa-miR-548ba",-9.18,940,996,0.999952139371347
"ENST00000228506","Q14165","MLEC","hsa-let-7b-3p",-13.74,2566,2610,0.999952139371347
"ENST00000358008","Q12904","AIMP1","hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000358755","O60353","FZD6","hsa-let-7b-3p",-11.53,765,799,0.999952139371347
"ENST00000371244","P54646","PRKAA2","hsa-miR-548ba",-11.8,2075,2095,0.999952139371347
"ENST00000372037","P36894","BMPR1A","hsa-miR-548ba",-12.7,1725,1753,0.999952139371347
"ENST00000394701","Q12904","AIMP1","hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000395526","Q9NR71","ASAH2","hsa-let-7b-3p",-11.39,1120,1166,0.999952139371347
"ENST00000431842","Q9UK61","FAM208A","hsa-let-7b-3p",-11.74,359,392,0.999952139371347
"ENST00000440577","A0A0C4DG68","PUM2","hsa-miR-548ba",-12.66,285,316,0.999952139371347
"ENST00000442366","Q12904","AIMP1","hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000450791","Q08378","GOLGA3","hsa-miR-548ba",-9.18,940,996,0.999952139371347
"ENST00000522484","G5EA13","FZD6","hsa-let-7b-3p",-11.53,1333,1367,0.999952139371347
"ENST00000522566","O60353","FZD6","hsa-let-7b-3p",-11.53,765,799,0.999952139371347
"ENST00000533988","Q7Z589","EMSY","hsa-miR-548ba",-9.1,347,370,0.999952139371347
"ENST00000543189","Q6VMQ6","ATF7IP","hsa-let-7b-3p",-13.37,639,676,0.999952139371347
"ENST00000562220","Q9Y5I2","PCDHA10","hsa-miR-548ba",-11.92,6583,6602,0.999952139371347
"ENST00000610361","A0A087WXX9","PRKAA2","hsa-miR-548ba",-11.8,2075,2095,0.999952139371347
"ENST00000615280","A0A087WUB1","CCDC129","hsa-let-7b-3p",-13.39,1928,1949,0.999952139371347
"ENST00000671868",NA,NA,"hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000671960",NA,NA,"hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000672285",NA,NA,"hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000672341",NA,NA,"hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000673123",NA,NA,"hsa-let-7b-3p",-12.9,353,375,0.999952139371347
"ENST00000682911",NA,NA,"hsa-let-7b-3p",-11.39,1120,1166,0.999952139371347
"ENST00000262878","Q9Y3Z3","SAMHD1","hsa-miR-548ba",-13.27,168,203,0.999951757970496
"ENST00000307063","Q96N64","PWWP2A","hsa-miR-548ba",-10.82,120,140,0.999951757970496
"ENST00000420470","Q9NXL2","ARHGEF38","hsa-miR-548ba",-9.3,348,367,0.999951757970496
"ENST00000509000","A6PVI3","NCBP2L","hsa-miR-548ba",-9.8,69,101,0.999951757970496
"ENST00000639756",NA,NA,"hsa-miR-548ba",-9.8,69,101,0.999951757970496
"ENST00000644250",NA,NA,"hsa-miR-548ba",-13.27,168,203,0.999951757970496
"ENST00000646673",NA,NA,"hsa-miR-548ba",-13.27,168,203,0.999951757970496
"ENST00000679738",NA,NA,"hsa-miR-548ba",-11.1,390,413,0.999951757970496
"ENST00000254122","P01225","FSHB","hsa-miR-548ba",-9.88,1303,1357,0.999951617174279
"ENST00000324501","P49768","PSEN1","hsa-miR-548ba",-8.6,4291,4320,0.999951617174279
"ENST00000338435","O94925","GLS","hsa-miR-548ba",-9,2352,2374,0.999951617174279
"ENST00000533718","P01225","FSHB","hsa-miR-548ba",-9.88,1303,1357,0.999951617174279
"ENST00000056233","Q9Y4A8","NFE2L3","hsa-miR-548ba",-9.33,527,553,0.999951559529119
"ENST00000515393","Q6DN14","MCTP1","hsa-miR-548ba",-9.6,86,108,0.999950477231965
"ENST00000435416","Q96SR6","ZNF382","hsa-miR-548ba",-10.4,538,554,0.999950285401626
"ENST00000261636","P40616","ARL1","hsa-let-7b-3p",-10.9,335,351,0.999949969445111
