transcript	miRNAs	numberMiRNAs
ENST00000455198.5	hsa-let-7b-5p	1
ENST00000642650.1	hsa-miR-548ba	1
ENST00000339728.6	hsa-miR-548ba	1
ENST00000592504.5	hsa-miR-548ba	1
ENST00000227135.7	hsa-let-7b-5p	1
ENST00000341948.6	hsa-miR-548ba	1
ENST00000262244.6	hsa-miR-548ba	1
ENST00000257287.5	hsa-let-7b-5p	1
ENST00000408990.8	hsa-miR-548ba	1
ENST00000408937.7	hsa-let-7b-5p	1
ENST00000242057.9	hsa-miR-548ba	1
ENST00000506894.5	hsa-miR-548ba	1
ENST00000296529.11	hsa-let-7b-5p	1
ENST00000383836.8	hsa-let-7b-5p	1
ENST00000509479.6	hsa-miR-548ba	1
ENST00000533983.5	hsa-let-7b-3p	1
ENST00000378454.8	hsa-miR-548ba	1
ENST00000678964.1	hsa-let-7b-5p	1
ENST00000264658.11	hsa-miR-548ba	1
ENST00000684386.1	hsa-miR-548ba	1
ENST00000609556.2	hsa-miR-548ba	1
ENST00000606895.2	hsa-miR-548ba	1
ENST00000371244.9	hsa-miR-548ba	1
ENST00000458420.7	hsa-let-7b-3p	1
ENST00000396037.9	hsa-let-7b-5p	1
ENST00000521839.1	hsa-let-7b-3p	1
ENST00000676512.1	hsa-let-7b-3p	1
ENST00000636569.1	hsa-let-7b-3p	1
ENST00000548729.5	hsa-let-7b-3p	1
ENST00000155674.9	hsa-let-7b-3p	1
ENST00000651643.1	hsa-let-7b-5p	1
ENST00000555760.6	hsa-let-7b-3p	1
ENST00000522025.6	hsa-miR-548ba	1
ENST00000311420.13	hsa-let-7b-5p	1
ENST00000678533.1	hsa-let-7b-5p	1
ENST00000560641.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000372724.6	hsa-let-7b-3p	1
ENST00000369940.7	hsa-let-7b-5p	1
ENST00000683391.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000565323.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000683338.1	hsa-let-7b-5p	1
ENST00000655761.1	hsa-miR-548ba	1
ENST00000523505.3	hsa-let-7b-3p	1
ENST00000428163.5	hsa-let-7b-5p	1
ENST00000392404.7	hsa-let-7b-3p	1
ENST00000327040.13	hsa-miR-548ba	1
ENST00000638159.1	hsa-miR-548ba	1
ENST00000476843.5	hsa-miR-548ba	1
ENST00000530460.2	hsa-let-7b-5p	1
ENST00000532504.5	hsa-miR-548ba	1
ENST00000582266.6	hsa-miR-548ba	1
ENST00000262146.9	hsa-let-7b-3p	1
ENST00000399107.6	hsa-miR-548ba	1
ENST00000592383.5	hsa-miR-548ba	1
ENST00000400149.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000321792.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000520337.1	hsa-let-7b-5p	1
ENST00000476412.5	hsa-let-7b-5p	1
ENST00000539207.5	hsa-let-7b-3p	1
ENST00000407004.7	hsa-let-7b-3p	1
ENST00000369002.9	hsa-miR-548ba	1
ENST00000683823.1	hsa-miR-548ba	1
ENST00000617053.3	hsa-let-7b-3p	1
ENST00000312465.12	hsa-let-7b-3p	1
ENST00000641504.1	hsa-let-7b-3p	1
ENST00000289952.9	hsa-miR-548ba	1
ENST00000357628.8	hsa-miR-548ba	1
ENST00000419142.6	hsa-miR-548ba	1
ENST00000446231.7	hsa-miR-548ba	1
ENST00000368309.4	hsa-let-7b-5p	1
ENST00000490717.5	hsa-let-7b-3p	1
ENST00000254605.11	hsa-miR-548ba	1
ENST00000618457.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000643449.1	hsa-miR-548ba	1
ENST00000653642.1	hsa-let-7b-3p	1
ENST00000646087.2	hsa-miR-548ba	1
ENST00000678435.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000395375.3	hsa-let-7b-3p	1
ENST00000337995.4	hsa-miR-548ba	1
ENST00000407844.6	hsa-miR-548ba	1
ENST00000543571.6	hsa-miR-548ba	1
ENST00000426120.2	hsa-let-7b-5p	1
ENST00000354582.12	hsa-miR-548ba	1
ENST00000465271.6	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000500635.2	hsa-miR-548ba	1
ENST00000495021.6	hsa-let-7b-3p	1
ENST00000288828.9	hsa-let-7b-3p	1
ENST00000502732.6	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000684697.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000334425.2	hsa-miR-548ba	1
ENST00000595022.5	hsa-miR-548ba	1
ENST00000639617.1	hsa-miR-548ba	1
ENST00000682321.1	hsa-miR-548ba	1
ENST00000211936.10	hsa-let-7b-3p	1
ENST00000677364.1	hsa-miR-548ba	1
ENST00000400127.5	hsa-miR-548ba	1
ENST00000286353.9	hsa-miR-548ba	1
ENST00000649233.1	hsa-miR-548ba	1
ENST00000406697.5	hsa-miR-548ba	1
ENST00000676747.1	hsa-let-7b-3p	1
ENST00000313726.11	hsa-let-7b-3p	1
ENST00000337057.8	hsa-miR-548ba	1
ENST00000551446.6	hsa-miR-548ba	1
ENST00000324000.4	hsa-let-7b-5p	1
ENST00000431258.6	hsa-let-7b-3p	1
ENST00000393256.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000398014.7	hsa-miR-548ba	1
ENST00000433355.6	hsa-miR-548ba	1
ENST00000392692.8	hsa-let-7b-3p	1
ENST00000477695.5	hsa-miR-548ba	1
ENST00000451014.7	hsa-let-7b-5p	1
ENST00000681174.1	hsa-miR-548ba	1
ENST00000344951.8	hsa-let-7b-3p	1
ENST00000625891.2	hsa-let-7b-3p	1
ENST00000339994.5	hsa-let-7b-5p	1
ENST00000636071.2	hsa-let-7b-3p	1
ENST00000358987.8	hsa-let-7b-5p	1
ENST00000262457.7	hsa-miR-548ba	1
ENST00000302632.4	hsa-miR-548ba	1
ENST00000398930.5	hsa-miR-548ba	1
ENST00000425382.5	hsa-let-7b-3p	1
ENST00000589432.5	hsa-miR-548ba	1
ENST00000649566.1	hsa-miR-548ba	1
ENST00000684675.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000457153.6	hsa-miR-548ba	1
ENST00000396402.6	hsa-let-7b-5p	1
ENST00000271532.2	hsa-let-7b-3p	1
ENST00000437042.6	hsa-miR-548ba	1
ENST00000484166.5	hsa-let-7b-3p	1
ENST00000641815.1	hsa-let-7b-5p	1
ENST00000639496.1	hsa-let-7b-3p	1
ENST00000322244.10	hsa-miR-548ba	1
ENST00000317025.13	hsa-let-7b-3p	1
ENST00000343827.7	hsa-miR-548ba	1
ENST00000357992.9	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000422290.5	hsa-miR-548ba	1
ENST00000637044.1	hsa-miR-548ba	1
ENST00000684168.1	hsa-miR-548ba	1
ENST00000656538.1	hsa-miR-548ba	1
ENST00000393310.5	hsa-miR-548ba	1
ENST00000560778.3	hsa-miR-548ba	1
ENST00000641361.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000367701.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000419022.6	hsa-let-7b-3p	1
ENST00000379716.5	hsa-let-7b-3p	1
ENST00000676271.1	hsa-miR-548ba	1
ENST00000681152.1	hsa-let-7b-3p	1
ENST00000438015.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000643329.1	hsa-miR-548ba	1
ENST00000369722.8	hsa-let-7b-3p	1
ENST00000681076.1	hsa-let-7b-3p	1
ENST00000372506.5	hsa-let-7b-3p	1
ENST00000615676.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000367549.4	hsa-miR-548ba	1
ENST00000397276.6	hsa-miR-548ba	1
ENST00000683173.1	hsa-miR-548ba	1
ENST00000625793.2	hsa-miR-548ba	1
ENST00000265073.9	hsa-let-7b-5p	1
ENST00000680459.1	hsa-let-7b-5p	1
ENST00000273962.7	hsa-let-7b-5p	1
ENST00000298307.10	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000396659.8	hsa-let-7b-5p	1
ENST00000540236.3	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000512583.5	hsa-miR-548ba	1
ENST00000346798.8	hsa-let-7b-3p	1
ENST00000556946.1	hsa-miR-548ba	1
ENST00000640237.1	hsa-miR-548ba	1
ENST00000541716.5	hsa-let-7b-3p	1
ENST00000538932.6	hsa-let-7b-3p	1
ENST00000312499.6	hsa-let-7b-5p	1
ENST00000366630.5	hsa-let-7b-3p	1
ENST00000614628.5	hsa-let-7b-3p	1
ENST00000279873.12	hsa-miR-548ba	1
ENST00000454394.2	hsa-miR-548ba	1
ENST00000539397.1	hsa-miR-548ba	1
ENST00000310803.10	hsa-miR-548ba	1
ENST00000396281.8	hsa-let-7b-3p	1
ENST00000602537.5	hsa-let-7b-5p	1
ENST00000302103.6	hsa-miR-548ba	1
ENST00000380789.5	hsa-miR-548ba	1
ENST00000355797.7	hsa-let-7b-5p	1
ENST00000393567.7	hsa-let-7b-3p	1
ENST00000559153.5	hsa-let-7b-5p	1
ENST00000639398.1	hsa-miR-548ba	1
ENST00000556492.6	hsa-let-7b-5p	1
ENST00000449105.8	hsa-let-7b-5p	1
ENST00000370871.7	hsa-let-7b-3p	1
ENST00000652299.1	hsa-miR-548ba	1
ENST00000424236.5	hsa-miR-548ba	1
ENST00000506578.5	hsa-miR-548ba	1
ENST00000262093.11	hsa-miR-548ba	1
ENST00000645759.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000295851.10	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000431138.5	hsa-miR-548ba	1
ENST00000662930.1	hsa-let-7b-3p	1
ENST00000657973.1	hsa-let-7b-5p	1
ENST00000201031.3	hsa-miR-548ba	1
ENST00000635765.1	hsa-let-7b-3p	1
ENST00000635689.1	hsa-miR-548ba	1
ENST00000446013.2	hsa-let-7b-3p	1
ENST00000674992.1	hsa-let-7b-3p	1
ENST00000318529.12	hsa-miR-548ba	1
ENST00000374429.6	hsa-miR-548ba	1
ENST00000392857.10	hsa-miR-548ba	1
ENST00000381908.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000682458.1	hsa-miR-548ba	1
ENST00000354371.7	hsa-let-7b-3p	1
ENST00000373789.8	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000681894.1	hsa-let-7b-3p	1
ENST00000311936.8	hsa-miR-548ba	1
ENST00000282516.13	hsa-let-7b-3p	1
ENST00000394109.7	hsa-let-7b-5p	1
ENST00000656849.1	hsa-miR-548ba	1
ENST00000394162.5	hsa-let-7b-5p	1
ENST00000680006.1	hsa-let-7b-3p	1
ENST00000683991.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000448874.5	hsa-let-7b-3p	1
ENST00000371413.4	hsa-miR-548ba	1
ENST00000344248.4	hsa-let-7b-3p	1
ENST00000684200.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000649015.2	hsa-miR-548ba	1
ENST00000561351.5	hsa-miR-548ba	1
ENST00000643716.1	hsa-miR-548ba	1
ENST00000392981.7	hsa-let-7b-3p	1
ENST00000267859.8	hsa-let-7b-3p	1
ENST00000020926.8	hsa-miR-548ba	1
ENST00000383551.7	hsa-let-7b-3p	1
ENST00000376019.5	hsa-let-7b-3p	1
ENST00000681463.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000378116.9	hsa-let-7b-3p	1
ENST00000648451.1	hsa-let-7b-5p	1
ENST00000341690.10	hsa-let-7b-3p	1
ENST00000681387.1	hsa-let-7b-5p	1
ENST00000356940.11	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000666110.2	hsa-miR-548ba	1
ENST00000560658.5	hsa-miR-548ba	1
ENST00000595568.5	hsa-let-7b-3p	1
ENST00000537687.5	hsa-miR-548ba	1
ENST00000681032.1	hsa-miR-548ba	1
ENST00000493039.5	hsa-miR-548ba	1
ENST00000317829.12	hsa-let-7b-3p	1
ENST00000678172.1	hsa-miR-548ba	1
ENST00000394518.7	hsa-miR-548ba	1
ENST00000404867.7	hsa-miR-548ba	1
ENST00000559540.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000647327.2	hsa-miR-548ba	1
ENST00000231948.9	hsa-let-7b-3p	1
ENST00000319217.12	hsa-let-7b-3p	1
ENST00000361752.8	hsa-miR-548ba	1
ENST00000379066.5	hsa-miR-548ba	1
ENST00000344302.9	hsa-let-7b-3p	1
ENST00000380821.7	hsa-miR-548ba	1
ENST00000672442.1	hsa-miR-548ba	1
ENST00000683916.1	hsa-miR-548ba	1
ENST00000303795.9	hsa-miR-548ba	1
ENST00000406533.7	hsa-let-7b-3p	1
ENST00000611847.1	hsa-miR-548ba	1
ENST00000444303.6	hsa-let-7b-3p	1
ENST00000644235.2	hsa-miR-548ba	1
ENST00000591504.6	hsa-let-7b-5p	1
ENST00000395544.9	hsa-let-7b-5p	1
ENST00000396085.6	hsa-let-7b-3p	1
ENST00000261244.9	hsa-miR-548ba	1
ENST00000561253.5	hsa-let-7b-5p	1
ENST00000681441.1	hsa-miR-548ba	1
ENST00000395468.9	hsa-let-7b-5p	1
ENST00000261168.9	hsa-let-7b-3p	1
ENST00000261647.10	hsa-miR-548ba	1
ENST00000678528.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000530886.5	hsa-let-7b-3p	1
ENST00000487525.5	hsa-miR-548ba	1
ENST00000683462.1	hsa-miR-548ba	1
ENST00000280377.10	hsa-miR-548ba	1
ENST00000238789.10	hsa-miR-548ba	1
ENST00000614054.4	hsa-miR-548ba	1
ENST00000262648.8	hsa-miR-548ba	1
ENST00000545708.5	hsa-miR-548ba	1
ENST00000540449.5	hsa-miR-548ba	1
ENST00000396948.5	hsa-miR-548ba	1
ENST00000621032.4	hsa-miR-548ba	1
ENST00000480292.5	hsa-let-7b-3p	1
ENST00000439761.3	hsa-miR-548ba	1
ENST00000618119.4	hsa-let-7b-3p	1
ENST00000435136.8	hsa-miR-548ba	1
ENST00000675436.1	hsa-let-7b-3p	1
ENST00000645208.2	hsa-miR-548ba	1
ENST00000429714.2	hsa-let-7b-5p	1
ENST00000680370.1	hsa-miR-548ba	1
ENST00000457268.5	hsa-let-7b-5p	1
ENST00000555248.2	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000257336.6	hsa-miR-548ba	1
ENST00000554684.5	hsa-let-7b-3p	1
ENST00000478935.1	hsa-miR-548ba	1
ENST00000507484.5	hsa-let-7b-3p	1
ENST00000417547.1	hsa-miR-548ba	1
ENST00000640019.3	hsa-let-7b-5p	1
ENST00000679478.1	hsa-miR-548ba	1
ENST00000361654.8	hsa-miR-548ba	1
ENST00000617200.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000538714.5	hsa-let-7b-3p	1
ENST00000681698.1	hsa-miR-548ba	1
ENST00000639332.2	hsa-let-7b-5p	1
ENST00000606868.5	hsa-let-7b-5p	1
ENST00000683818.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000541475.5	hsa-miR-548ba	1
ENST00000634498.1	hsa-let-7b-5p	1
ENST00000565803.2	hsa-let-7b-3p	1
ENST00000621441.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000651616.1	hsa-miR-548ba	1
ENST00000674289.1	hsa-miR-548ba	1
ENST00000536163.6	hsa-let-7b-3p	1
ENST00000373238.5	hsa-let-7b-3p	1
ENST00000421357.5	hsa-let-7b-5p	1
ENST00000299563.5	hsa-let-7b-3p	1
ENST00000648179.1	hsa-let-7b-3p	1
ENST00000508457.1	hsa-miR-548ba	1
ENST00000520817.5	hsa-miR-548ba	1
ENST00000616053.4	hsa-let-7b-5p	1
ENST00000641045.1	hsa-let-7b-3p	1
ENST00000405440.7	hsa-let-7b-5p	1
ENST00000441037.7	hsa-let-7b-5p	1
ENST00000433017.6	hsa-let-7b-3p	1
ENST00000649735.1	hsa-miR-548ba	1
ENST00000618150.4	hsa-miR-548ba	1
ENST00000242810.11	hsa-miR-548ba	1
ENST00000262483.13	hsa-miR-548ba	1
ENST00000318065.9	hsa-let-7b-3p	1
ENST00000479530.5	hsa-let-7b-3p	1
ENST00000357086.10	hsa-miR-548ba	1
ENST00000465342.4	hsa-miR-548ba	1
ENST00000541960.5	hsa-miR-548ba	1
ENST00000339656.8	hsa-miR-548ba	1
ENST00000614872.4	hsa-let-7b-3p	1
ENST00000549728.2	hsa-let-7b-3p	1
ENST00000264451.12	hsa-miR-548ba	1
ENST00000335953.9	hsa-let-7b-5p	1
ENST00000532378.5	hsa-miR-548ba	1
ENST00000682316.1	hsa-miR-548ba	1
ENST00000559420.2	hsa-let-7b-3p	1
ENST00000682293.1	hsa-miR-548ba	1
ENST00000681752.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000402219.8	hsa-miR-548ba	1
ENST00000684337.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000650114.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000389063.3	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000343882.10	hsa-miR-548ba	1
ENST00000648588.1	hsa-miR-548ba	1
ENST00000683697.1	hsa-miR-548ba	1
ENST00000371172.8	hsa-miR-548ba	1
ENST00000330688.9	hsa-miR-548ba	1
ENST00000644092.1	hsa-let-7b-5p	1
ENST00000243389.8	hsa-miR-548ba	1
ENST00000651571.1	hsa-miR-548ba	1
ENST00000621267.4	hsa-miR-548ba	1
ENST00000541022.5	hsa-let-7b-3p	1
ENST00000231368.10	hsa-miR-548ba	1
ENST00000615769.2	hsa-let-7b-3p	1
ENST00000645519.1	hsa-miR-548ba	1
ENST00000645496.2	hsa-miR-548ba	1
ENST00000369739.7	hsa-let-7b-3p	1
ENST00000237536.9	hsa-miR-548ba	1
ENST00000317551.12	hsa-miR-548ba	1
ENST00000376717.6	hsa-miR-548ba	1
ENST00000649637.2	hsa-miR-548ba	1
ENST00000402681.7	hsa-miR-548ba	1
ENST00000564558.5	hsa-let-7b-5p	1
ENST00000638087.1	hsa-miR-548ba	1
ENST00000405266.5	hsa-miR-548ba	1
ENST00000310078.13	hsa-let-7b-3p	1
ENST00000524913.3	hsa-miR-548ba	1
ENST00000306821.3	hsa-miR-548ba	1
ENST00000633050.1	hsa-miR-548ba	1
ENST00000262150.7	hsa-miR-548ba	1
ENST00000338970.10	hsa-let-7b-5p	1
ENST00000674752.1	hsa-miR-548ba	1
ENST00000347077.9	hsa-miR-548ba	1
ENST00000661898.1	hsa-miR-548ba	1
ENST00000434376.6	hsa-let-7b-3p	1
ENST00000679510.1	hsa-let-7b-3p	1
ENST00000677337.1	hsa-miR-548ba	1
ENST00000359520.12	hsa-miR-548ba	1
ENST00000679434.1	hsa-let-7b-3p	1
ENST00000422285.7	hsa-miR-548ba	1
ENST00000446613.6	hsa-let-7b-5p	1
ENST00000646545.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000634530.1	hsa-miR-548ba	1
ENST00000643884.1	hsa-let-7b-5p	1
ENST00000421744.5	hsa-let-7b-5p	1
ENST00000637115.2	hsa-let-7b-5p	1
ENST00000454132.5	hsa-miR-548ba	1
ENST00000370888.6	hsa-let-7b-3p	1
ENST00000683751.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000438570.1	hsa-miR-548ba	1
ENST00000310958.10	hsa-miR-548ba	1
ENST00000619101.5	hsa-miR-548ba	1
ENST00000478361.6	hsa-let-7b-5p	1
ENST00000641432.1	hsa-let-7b-5p	1
ENST00000393305.5	hsa-miR-548ba	1
ENST00000246081.3	hsa-miR-548ba	1
ENST00000392741.6	hsa-miR-548ba	1
ENST00000399875.1	hsa-let-7b-5p	1
ENST00000519940.6	hsa-miR-548ba	1
ENST00000296782.9	hsa-let-7b-5p	1
ENST00000546160.5	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000636120.1	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000680583.1	hsa-let-7b-5p	1
ENST00000644933.1	hsa-let-7b-3p	1
ENST00000510557.5	hsa-let-7b-3p	1
ENST00000456993.6	hsa-miR-548ba	1
ENST00000496807.1	hsa-let-7b-5p	1
ENST00000440353.5	hsa-miR-548ba	1
ENST00000416695.6	hsa-let-7b-5p	1
ENST00000418022.2	hsa-miR-548ba	1
ENST00000372047.7	hsa-let-7b-3p	1
ENST00000680152.1	hsa-miR-548ba	1
ENST00000378693.4	hsa-let-7b-5p	1
ENST00000262052.9	hsa-miR-548ba	1
ENST00000270460.11	hsa-let-7b-5p	1
ENST00000360032.4	hsa-miR-548ba	1
ENST00000395811.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000309285.4	hsa-let-7b-5p	1
ENST00000400131.5	hsa-miR-548ba	1
ENST00000677239.1	hsa-miR-548ba	1
ENST00000431693.1	hsa-let-7b-5p	1
ENST00000373580.8	hsa-miR-548ba	1
ENST00000411529.6	hsa-miR-548ba	1
ENST00000460902.2	hsa-miR-548ba	1
ENST00000301180.10	hsa-let-7b-3p	1
ENST00000591619.5	hsa-let-7b-3p	1
ENST00000641689.1	hsa-miR-548ba	1
ENST00000228347.9	hsa-miR-548ba	1
ENST00000325942.11	hsa-miR-548ba	1
ENST00000438419.6	hsa-miR-548ba	1
ENST00000423743.7	hsa-miR-548ba	1
ENST00000445951.5	hsa-let-7b-3p	1
ENST00000258499.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000524308.5	hsa-miR-548ba	1
ENST00000246006.5	hsa-miR-548ba	1
ENST00000281092.9	hsa-miR-548ba	1
ENST00000333229.6	hsa-miR-548ba	1
ENST00000262839.3	hsa-let-7b-3p	1
ENST00000681201.1	hsa-let-7b-3p	1
ENST00000641258.1	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000239944.7	hsa-miR-548ba,hsa-let-7b-3p,hsa-let-7b-5p	3
ENST00000561013.2	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000504098.1	hsa-miR-548ba	1
ENST00000442806.6	hsa-miR-548ba	1
ENST00000334686.6	hsa-miR-548ba	1
ENST00000252268.8	hsa-let-7b-5p	1
ENST00000366958.9	hsa-miR-548ba	1
ENST00000399422.4	hsa-miR-548ba	1
ENST00000434687.6	hsa-let-7b-3p	1
ENST00000377191.5	hsa-let-7b-3p	1
ENST00000273859.8	hsa-let-7b-3p	1
ENST00000357103.5	hsa-let-7b-3p	1
ENST00000194155.7	hsa-miR-548ba	1
ENST00000446924.5	hsa-let-7b-5p	1
ENST00000447465.2	hsa-let-7b-3p	1
ENST00000564491.5	hsa-miR-548ba	1
ENST00000646856.1	hsa-miR-548ba	1
ENST00000438828.4	hsa-miR-548ba	1
ENST00000366603.6	hsa-let-7b-3p	1
ENST00000265909.9	hsa-miR-548ba	1
ENST00000502486.6	hsa-let-7b-5p	1
ENST00000674632.1	hsa-miR-548ba	1
ENST00000557082.5	hsa-miR-548ba	1
ENST00000371408.7	hsa-miR-548ba	1
ENST00000275525.8	hsa-let-7b-3p	1
ENST00000370844.5	hsa-miR-548ba	1
ENST00000376143.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000618772.4	hsa-let-7b-3p	1
ENST00000298198.5	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000370768.7	hsa-miR-548ba	1
ENST00000684119.1	hsa-miR-548ba	1
ENST00000040584.6	hsa-miR-548ba	1
ENST00000446394.5	hsa-miR-548ba	1
ENST00000680894.1	hsa-let-7b-3p	1
ENST00000281017.8	hsa-let-7b-3p	1
ENST00000550735.7	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000312957.9	hsa-miR-548ba	1
ENST00000350302.8	hsa-let-7b-3p	1
ENST00000593164.6	hsa-let-7b-3p	1
ENST00000025301.4	hsa-let-7b-3p	1
ENST00000374531.6	hsa-miR-548ba	1
ENST00000614987.5	hsa-miR-548ba	1
ENST00000313143.9	hsa-let-7b-5p	1
ENST00000537403.5	hsa-miR-548ba	1
ENST00000305123.6	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000369498.8	hsa-miR-548ba	1
ENST00000403080.5	hsa-miR-548ba	1
ENST00000374379.9	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000621965.4	hsa-miR-548ba	1
ENST00000356260.10	hsa-miR-548ba	1
ENST00000203664.10	hsa-miR-548ba	1
ENST00000354268.9	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000469499.5	hsa-let-7b-3p	1
ENST00000327668.11	hsa-miR-548ba	1
ENST00000297029.10	hsa-miR-548ba	1
ENST00000502464.5	hsa-let-7b-5p	1
ENST00000642209.1	hsa-let-7b-5p	1
ENST00000569075.5	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000652326.2	hsa-miR-548ba	1
ENST00000677172.1	hsa-let-7b-3p	1
ENST00000369143.2	hsa-miR-548ba	1
ENST00000641569.1	hsa-let-7b-3p	1
ENST00000261292.9	hsa-let-7b-3p	1
ENST00000398253.6	hsa-let-7b-5p	1
ENST00000299866.13	hsa-miR-548ba	1
ENST00000503868.5	hsa-miR-548ba	1
ENST00000678652.1	hsa-miR-548ba	1
ENST00000416144.5	hsa-miR-548ba	1
ENST00000558464.1	hsa-miR-548ba	1
ENST00000550690.1	hsa-miR-548ba	1
ENST00000367455.8	hsa-let-7b-5p	1
ENST00000675560.1	hsa-miR-548ba	1
ENST00000470316.5	hsa-let-7b-3p	1
ENST00000642671.1	hsa-let-7b-3p	1
ENST00000378982.4	hsa-miR-548ba	1
ENST00000372336.4	hsa-let-7b-5p	1
ENST00000249364.9	hsa-let-7b-5p	1
ENST00000644715.2	hsa-miR-548ba	1
ENST00000377071.9	hsa-miR-548ba	1
ENST00000415073.6	hsa-let-7b-5p	1
ENST00000369476.8	hsa-let-7b-3p	1
ENST00000677528.1	hsa-miR-548ba	1
ENST00000273739.9	hsa-let-7b-3p	1
ENST00000616986.5	hsa-let-7b-5p	1
ENST00000474510.2	hsa-let-7b-3p	1
ENST00000373816.6	hsa-let-7b-3p	1
ENST00000217109.9	hsa-miR-548ba	1
ENST00000217086.9	hsa-let-7b-5p	1
ENST00000378551.6	hsa-miR-548ba	1
ENST00000680010.1	hsa-miR-548ba	1
ENST00000677150.1	hsa-miR-548ba	1
ENST00000406506.4	hsa-let-7b-3p	1
ENST00000506560.5	hsa-let-7b-3p	1
ENST00000681414.1	hsa-miR-548ba	1
ENST00000396058.1	hsa-let-7b-5p	1
ENST00000242994.4	hsa-miR-548ba	1
ENST00000398155.4	hsa-let-7b-5p	1
ENST00000681391.1	hsa-miR-548ba	1
ENST00000420940.6	hsa-let-7b-5p	1
ENST00000337147.11	hsa-miR-548ba	1
ENST00000675893.1	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000265631.10	hsa-miR-548ba	1
ENST00000394877.7	hsa-let-7b-5p	1
ENST00000521429.5	hsa-let-7b-5p	1
ENST00000379600.8	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000515506.6	hsa-miR-548ba	1
ENST00000355219.4	hsa-let-7b-3p	1
ENST00000360669.10	hsa-miR-548ba	1
ENST00000615507.4	hsa-let-7b-3p	1
ENST00000421050.2	hsa-let-7b-5p	1
ENST00000233057.9	hsa-miR-548ba,hsa-let-7b-3p	2
ENST00000530481.5	hsa-miR-548ba	1
ENST00000639812.1	hsa-let-7b-3p	1
ENST00000683004.1	hsa-miR-548ba,hsa-let-7b-5p	2
ENST00000420433.6	hsa-let-7b-3p	1
ENST00000369530.5	hsa-let-7b-3p	1
ENST00000391785.8	hsa-let-7b-3p	1
ENST00000617581.4	hsa-let-7b-3p,hsa-let-7b-5p	2
ENST00000569386.2	hsa-let-7b-3p	1
ENST00000354300.5	hsa-miR-548ba	1
ENST00000610318.4	hsa-miR-548ba,hsa-let-7b-5p	2
